POA_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
POA2484,25,55,41,28,70,50,21,57,4,351,31,83,50,25,54,59,12,37,79,429,432,1528,1214,820,1416,1291,332,990,212,8224
POA2485,33,43,30,20,43,43,16,11,4,243,23,56,30,11,57,57,6,21,48,319,483,1025,847,552,1178,1011,265,509,118,5996
POA2486,47,105,82,51,113,101,24,45,10,584,40,87,49,34,74,71,15,33,115,525,863,2326,1927,1357,2671,2242,657,1320,272,13638
POA2487,17,36,33,25,32,40,3,20,0,216,27,48,30,24,41,58,8,35,58,327,366,1266,911,633,1078,1183,331,868,108,6742
POA2488,0,13,3,0,7,3,0,0,0,41,9,10,5,7,17,10,5,5,8,75,80,321,226,183,268,301,71,195,29,1678
POA2489,5,26,13,11,19,17,3,8,0,109,4,26,17,6,18,13,0,17,20,130,168,579,475,333,550,545,139,344,48,3184
POA2490,3,0,3,0,0,0,0,6,0,13,0,3,0,0,0,4,0,5,3,18,21,51,51,24,49,65,28,42,15,342
POA2500,143,104,76,35,113,102,26,52,9,664,68,98,69,37,118,138,19,62,139,754,2438,3629,2426,1357,4428,3939,1107,1952,295,21575
POA2502,55,30,16,9,35,41,3,18,0,209,20,25,20,20,47,42,15,16,58,257,485,678,498,371,891,744,194,345,108,4316
POA2505,25,10,6,0,23,21,5,4,0,94,7,8,6,3,16,19,0,0,16,77,215,296,237,147,487,362,106,146,37,2032
POA2506,34,18,19,10,24,29,6,13,0,144,11,11,6,10,21,27,6,0,27,125,316,411,354,206,661,526,119,230,53,2888
POA2508,59,43,24,6,38,45,7,15,4,241,15,18,16,6,25,38,5,18,23,164,507,733,574,357,826,997,268,530,52,4843
POA2515,28,25,21,9,28,20,7,18,0,157,11,22,23,9,16,23,5,23,20,152,536,957,694,403,867,1127,367,735,45,5720
POA2516,26,13,5,7,10,14,0,5,5,86,8,16,8,10,9,18,6,6,17,89,332,496,386,231,597,634,192,373,38,3288
POA2517,71,34,13,11,29,37,8,17,4,227,15,20,13,5,36,42,5,23,20,195,632,954,744,433,1213,1267,388,631,62,6326
POA2518,76,46,32,9,70,61,14,17,4,337,25,36,34,21,64,51,13,24,55,318,903,1337,1035,619,1789,1698,479,801,120,8775
POA2519,80,45,27,9,37,41,13,33,4,287,23,37,28,11,36,49,12,19,52,281,888,1241,959,488,1554,1380,432,800,116,7866
POA2525,40,36,25,5,43,44,7,18,4,226,10,21,15,9,39,32,9,11,14,167,552,853,676,383,1207,1163,309,633,52,5830
POA2526,62,48,29,8,53,74,12,27,0,316,20,27,27,11,42,60,13,23,31,264,748,1122,895,507,1651,1526,454,802,82,7781
POA2527,117,76,58,22,107,97,22,51,7,552,39,45,28,21,84,77,21,38,86,445,1323,1778,1401,897,2711,2514,729,1189,208,12749
POA2528,64,36,22,19,70,60,12,20,4,301,33,48,39,18,81,63,13,31,82,415,997,1338,1059,702,1848,1642,398,714,174,8865
POA2529,126,72,37,31,91,87,25,50,11,523,49,57,38,23,76,70,16,36,68,430,1491,2054,1538,1020,2862,2601,790,1286,182,13822
POA2530,154,68,44,27,123,147,34,53,3,650,63,72,44,25,113,127,28,53,106,628,1669,2235,1800,1161,3475,3058,865,1410,239,15911
POA2533,21,39,31,20,33,39,7,16,3,215,18,27,22,20,37,42,7,18,32,211,612,1301,916,540,1347,1427,442,806,86,7478
POA2534,6,14,8,7,14,13,4,9,0,76,5,12,7,6,3,14,3,10,18,82,199,487,341,214,422,512,140,335,38,2681
POA2535,3,29,21,7,27,14,4,13,7,125,10,30,15,9,10,21,4,11,10,125,189,618,427,235,520,551,156,380,49,3112
POA2536,19,39,39,37,65,83,16,25,0,326,18,51,23,20,50,42,4,19,63,303,439,1269,989,694,1450,1148,304,675,163,7123
POA2537,0,37,26,14,41,38,6,16,0,180,12,39,22,19,28,42,6,21,43,228,295,928,703,515,977,927,204,449,91,5087
POA2538,0,7,7,0,8,6,0,10,0,39,4,3,0,0,3,4,0,6,11,35,63,229,159,85,124,158,50,141,27,1031
POA2539,21,49,41,24,46,61,11,23,5,277,25,52,14,24,31,47,8,20,79,295,471,1599,1147,672,1322,1278,319,710,182,7703
POA2540,50,113,100,48,152,148,32,69,13,729,46,92,50,46,120,103,24,49,140,670,1158,3093,2381,1584,3794,3494,930,1997,342,18768
POA2541,27,83,44,33,108,63,17,39,0,432,28,44,27,19,101,77,27,25,103,453,596,1793,1374,949,2453,2042,568,981,215,10971
POA2545,3,0,4,0,3,6,0,0,0,20,0,5,0,0,0,0,0,0,11,26,17,86,54,50,83,80,14,65,11,462
POA2546,7,23,17,6,31,10,4,11,6,121,12,26,26,12,14,25,3,8,43,161,203,716,551,312,619,525,138,301,112,3479
POA2548,3,23,9,16,20,19,6,9,0,111,4,17,13,0,21,15,7,13,16,113,168,646,494,322,658,621,164,356,52,3476
POA2549,3,11,8,9,8,13,3,15,0,75,0,5,7,0,8,13,4,11,6,61,80,337,246,156,276,314,99,234,31,1771
POA2550,12,44,30,19,54,59,15,37,3,275,18,42,22,13,41,45,11,26,52,265,404,1285,1072,683,1272,1314,343,883,156,7402
POA2551,7,8,3,4,15,8,0,8,0,55,5,12,11,0,9,15,9,12,21,81,80,230,208,94,247,186,58,186,54,1325
POA2555,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,10,0,4,9,6,6,6,0,53
POA2556,16,6,3,4,4,6,5,10,0,54,9,7,5,6,14,12,0,6,15,81,189,150,94,56,160,202,39,109,36,1031
POA2557,85,42,25,19,62,83,26,28,6,370,40,45,35,27,100,81,21,32,82,466,1104,1139,911,580,2324,2224,492,947,188,9909
POA2558,49,20,19,5,31,46,7,10,0,189,34,27,15,9,76,48,6,23,48,292,805,601,473,338,1190,973,253,361,98,5086
POA2559,8,3,4,0,4,4,6,0,0,22,7,12,7,5,10,10,0,0,11,59,101,121,96,58,192,137,28,39,31,791
POA2560,278,153,86,55,223,187,68,89,8,1150,210,197,111,91,388,350,69,109,327,1852,4927,4308,3094,2094,8066,6311,1563,2665,703,33736
POA2563,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,18,21,9,13,20,16,5,13,6,119
POA2564,36,10,14,7,39,25,6,9,0,144,25,35,30,12,81,55,11,6,63,319,623,640,543,332,1337,936,178,249,117,4956
POA2565,75,34,38,16,99,83,18,31,8,397,67,65,78,37,184,147,12,32,132,752,1583,1455,1429,833,3790,2859,599,963,275,13788
POA2566,60,58,38,20,91,57,16,18,10,364,60,79,59,39,155,144,14,27,133,706,1531,1457,1195,805,2967,2103,485,799,278,11619
POA2567,178,117,65,47,171,162,46,86,8,877,72,112,64,33,188,189,41,81,142,919,2428,2865,2057,1321,4345,4373,1143,2421,349,21302
POA2568,0,0,0,6,9,0,0,0,0,15,0,3,0,0,0,0,0,6,3,19,64,75,62,23,70,75,28,63,13,472
POA2569,11,0,5,0,4,3,5,4,0,30,6,3,6,5,5,5,0,5,9,45,86,76,79,41,130,130,36,81,26,680
POA2570,244,174,96,53,220,212,63,119,20,1186,131,145,96,54,286,300,60,135,235,1448,3471,4062,3059,1927,6491,6374,1609,3595,540,31126
POA2571,52,48,21,11,52,41,20,39,4,285,19,39,27,13,49,58,9,30,48,298,669,988,657,441,1232,1376,374,908,120,6755
POA2572,15,25,7,4,19,15,6,16,0,112,5,20,10,5,20,18,0,5,12,95,251,362,272,161,511,492,125,307,43,2522
POA2573,17,18,5,4,20,17,10,8,5,104,9,15,15,7,25,28,7,15,13,131,274,325,314,171,563,530,141,298,40,2664
POA2574,15,19,13,4,30,21,5,16,0,121,8,18,13,3,32,24,4,12,29,135,265,426,303,166,547,551,150,345,49,2807
POA2575,28,69,46,35,71,76,25,43,0,396,27,43,35,21,60,55,22,56,57,371,503,1304,1060,724,1585,1723,563,1115,152,8725
POA2576,8,37,19,17,23,38,13,12,5,170,12,37,24,11,26,42,10,34,26,226,306,1174,785,407,788,1020,331,816,77,5705
POA2577,13,56,44,20,37,66,19,40,0,289,16,60,30,12,42,64,16,38,57,336,457,1309,981,600,1319,1519,437,1107,155,7879
POA2578,5,10,0,4,8,9,4,6,0,48,8,7,6,0,0,8,4,3,9,49,88,219,179,92,155,197,60,143,23,1148
POA2579,15,16,8,5,15,18,6,11,0,105,3,21,5,9,17,16,0,12,15,99,110,350,226,156,337,392,111,319,48,2053
POA2580,17,56,65,43,124,136,26,76,9,548,28,56,37,35,93,106,24,67,118,557,732,1864,1592,1080,3164,2790,816,1986,285,14307
POA2581,0,4,6,3,6,15,0,4,0,38,3,3,8,4,13,6,0,9,3,44,72,142,133,87,247,287,65,239,14,1287
