POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA2753,0,4,0,123,0,0,0,3,3,0,0,0,0,4,39,51,3,0,0,0,0,0,0,3,0,15,14,37,285,77,23,230,78,182,31,117,36,551,56,1673
POA2754,3,9,0,53,0,0,0,0,3,0,0,0,0,0,21,27,0,0,0,0,0,0,0,0,0,0,6,6,136,30,7,92,33,60,15,44,15,337,33,797
POA2756,0,18,0,261,4,0,0,3,0,0,0,9,0,10,71,98,0,0,0,0,6,4,0,0,0,23,18,58,703,178,46,463,148,360,62,220,75,939,102,3287
POA2757,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,10,0,7,0,12,0,42,0,97
POA2758,0,7,0,136,0,0,0,0,0,0,0,0,0,0,22,30,0,0,0,0,0,0,0,0,0,7,4,18,188,59,8,133,34,100,22,74,32,336,31,1028
POA2759,4,10,0,146,0,0,3,0,0,4,0,0,0,5,46,66,3,0,0,0,0,0,0,0,0,15,16,43,453,67,23,283,105,286,31,172,70,726,75,2298
POA2760,0,6,0,103,0,0,0,0,3,0,0,5,0,5,75,93,0,0,0,0,0,0,0,0,0,20,18,34,512,65,47,282,94,311,42,145,70,861,101,2516
POA2761,0,0,0,101,4,0,0,0,0,0,0,0,0,6,51,65,3,0,4,0,0,4,0,0,0,5,12,29,421,53,35,229,122,291,45,130,75,579,86,2078
POA2762,0,0,0,217,0,0,0,0,0,0,0,0,4,3,30,38,0,0,0,0,0,0,0,0,0,0,12,11,537,50,28,179,74,161,28,42,34,254,40,1449
POA2763,0,0,0,230,0,0,0,0,0,0,0,0,0,9,41,50,3,0,4,0,0,0,0,0,0,4,10,23,558,76,32,224,147,289,40,147,57,715,59,2347
POA2765,0,15,0,416,4,0,7,0,0,0,0,0,0,0,70,91,8,0,3,0,0,0,0,0,3,12,26,55,1037,120,45,360,197,290,76,153,72,791,128,3258
POA2766,0,3,0,41,0,0,0,0,0,0,0,0,4,0,26,31,0,0,4,0,0,0,0,0,0,3,9,14,179,36,21,104,31,137,24,59,30,392,35,1041
POA2767,0,3,0,74,0,0,0,0,0,0,0,0,3,6,44,57,0,0,0,0,0,0,0,0,0,12,18,34,247,47,23,143,72,205,28,91,49,559,75,1532
POA2768,0,4,0,247,5,0,0,0,0,4,0,0,0,3,38,55,4,0,5,0,0,0,0,0,0,3,11,22,412,47,30,144,72,210,27,88,38,617,64,1750
POA2769,0,5,0,143,0,0,0,0,0,0,0,0,0,0,19,28,0,0,0,0,0,0,0,0,0,3,4,9,220,16,9,67,37,79,12,48,18,294,23,826
POA2770,0,4,0,75,0,0,0,0,5,7,0,4,5,13,81,115,0,0,6,0,0,0,0,0,0,24,63,94,429,97,50,288,144,445,74,228,105,1474,180,3517
POA2773,3,6,0,111,0,0,0,0,0,0,0,0,0,3,11,13,0,0,0,0,0,0,0,0,0,8,0,10,95,43,5,68,20,58,0,56,16,292,12,667
POA2774,0,8,0,164,0,0,0,0,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,0,0,6,4,17,252,63,16,167,50,124,25,112,34,582,37,1452
POA2775,0,4,0,19,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,5,7,19,12,3,19,5,19,0,14,6,76,18,195
POA2776,0,0,0,53,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,72,21,4,61,15,51,8,39,12,165,12,465
POA2777,3,9,0,207,0,0,0,0,3,0,0,0,0,3,46,57,0,0,0,0,0,0,0,0,0,13,10,21,312,99,16,260,56,185,41,163,46,838,56,2078
POA2778,0,0,0,24,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,3,55,11,0,37,12,31,10,33,6,106,8,307
POA2779,0,3,0,39,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,104,36,3,63,27,54,14,41,7,181,12,541
POA2780,0,17,0,181,0,0,0,0,0,3,0,0,0,3,44,58,0,0,0,0,0,0,0,0,0,4,4,10,206,116,30,195,36,161,47,189,35,630,53,1711
POA2782,0,4,0,82,0,0,0,0,0,0,0,0,0,3,9,17,0,0,0,0,0,0,0,0,0,6,0,11,87,55,11,78,21,84,20,84,25,403,10,876
POA2783,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,5,48,16,3,41,12,32,8,30,10,78,13,285
POA2784,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,4,3,29,12,14,11,10,0,56,0,165
POA2785,0,7,0,66,0,0,0,0,0,0,0,0,0,0,36,39,0,0,0,0,0,0,0,0,0,3,0,9,65,55,8,66,16,60,13,66,23,276,38,685
POA2786,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0,25,0,9,3,9,5,72,13,178
POA2787,0,0,0,22,0,0,0,0,0,0,0,3,0,0,20,29,0,0,0,0,0,0,0,0,0,5,4,11,112,31,9,96,8,59,5,46,7,191,27,596
POA2790,0,9,0,121,0,0,0,0,0,3,0,0,0,7,56,69,0,0,0,0,0,0,0,0,0,16,17,35,229,62,17,207,34,159,27,149,27,755,91,1756
POA2791,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,3,0,19,0,43
POA2792,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,17,0,0,10,0,3,4,6,0,15,6,51
POA2793,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,17,3,0,10,0,19,0,15,6,76,4,153
POA2794,0,5,0,53,0,0,0,0,0,0,0,0,0,7,49,62,5,3,0,0,0,0,0,0,0,12,18,40,204,57,17,169,13,109,10,88,11,516,86,1282
POA2795,0,23,4,326,4,3,0,3,7,3,3,0,0,17,171,218,9,0,0,0,0,0,0,0,0,39,24,75,985,216,34,644,76,442,50,380,68,1596,222,4725
POA2797,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,11,4,3,0,0,0,11,4,52
POA2798,0,5,0,29,0,0,0,0,0,0,0,0,0,3,17,25,0,0,0,0,0,0,0,0,0,0,3,4,46,18,0,39,6,26,3,20,3,67,22,260
POA2799,0,0,0,20,0,0,0,0,0,0,0,0,0,0,18,29,0,0,0,0,0,0,0,0,0,6,4,4,117,24,3,53,3,52,0,32,6,144,22,463
POA2800,6,29,0,476,3,0,5,5,4,4,0,0,0,9,162,196,4,3,4,4,0,0,0,4,4,35,25,81,1165,245,22,740,76,442,33,347,63,1578,216,4920
POA2803,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,3,0,0,0,0,26,6,50
POA2804,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,5,8,60,18,3,57,5,25,0,20,0,130,18,345
POA2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,3,0,4,0,4,0,19,5,50
POA2806,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,26,3,11,0,3,4,40,5,122
POA2807,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,6,15,0,0,6,0,3,0,5,0,31,5,62
POA2808,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,4,0,16,0,36
POA2809,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,4,0,4,0,9,0,32
POA2810,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,21,3,0,0,0,0,0,0,0,0,3,7,11,75,27,3,60,9,32,4,21,8,178,23,440
POA2817,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,6,0,10,0,3,0,4,0,6,3,51
POA2818,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,13,0,11,0,3,0,27,10,101
POA2820,0,0,0,24,6,0,0,0,0,4,0,0,0,3,26,33,0,0,0,0,0,0,0,0,0,13,4,18,127,32,3,83,17,66,5,41,5,258,41,679
POA2821,0,0,0,23,0,0,0,0,0,0,0,0,0,6,31,42,0,4,0,0,0,0,0,0,0,5,4,14,99,13,4,69,15,45,4,37,5,158,37,490
POA2822,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,8,0,4,0,0,0,14,0,45
POA2823,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,36,3,4,18,3,15,0,9,0,39,6,123
POA2824,0,0,0,18,0,0,0,0,0,0,0,0,0,3,13,16,0,0,0,0,0,0,0,0,0,5,5,12,55,7,5,38,0,20,0,8,6,79,15,236
POA2825,0,3,0,24,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,3,5,69,6,5,38,3,17,0,12,4,60,24,241
POA2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,17
POA2827,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,14,3,0,0,4,0,0,0,0,0,0,7,18,78,22,9,68,3,33,3,29,5,154,24,441
POA2828,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,4,26,5,0,14,0,11,0,0,0,18,11,85
POA2829,0,0,0,21,0,0,0,0,0,3,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,9,4,13,73,13,3,32,8,20,0,16,0,79,14,268
POA2830,0,19,0,311,3,0,0,8,4,3,0,0,3,11,193,230,6,4,0,3,3,0,0,0,0,30,36,88,1173,206,40,698,84,344,40,269,36,1312,253,4461
POA2831,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,13,3,0,0,0,0,0,0,0,0,0,3,7,61,7,3,36,3,17,3,9,0,37,16,189
POA2832,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0,3,7,56,7,0,21,3,16,0,9,3,31,9,162
POA2833,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,11,0,3,0,4,0,15,8,57
POA2834,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,16,3,16,0,14,3,79,12,184
POA2835,0,0,0,31,0,0,0,0,0,0,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,8,3,13,92,11,4,55,6,41,7,22,5,74,24,350
POA2836,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,3,0,4,0,15,3,63
POA2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,5,21
POA2839,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,5,9,0,6,0,3,0,18,8,80
POA2840,0,0,0,16,0,0,0,0,0,5,0,4,0,0,17,19,0,0,3,0,0,0,0,0,0,0,4,12,59,18,8,27,0,18,0,4,5,34,24,198
POA2842,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,7,0,5,0,28,3,66
POA2843,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,6,3,7,29,8,0,26,5,11,0,12,0,53,7,152
POA2844,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,3,0,6,29,3,3,22,0,14,0,19,4,63,10,176
POA2845,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,33,11,19,0,5,0,84,14,199
POA2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,8,0,0,0,16,0,35
POA2847,0,3,0,19,0,0,0,0,0,0,0,0,0,6,11,14,0,0,0,0,0,0,0,0,0,5,8,8,34,10,3,27,0,29,5,25,4,138,18,294
POA2848,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,8,4,3,20,0,0,23,7,11,0,11,0,93,3,175
POA2849,0,3,0,13,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,5,31,10,0,35,0,20,0,18,5,91,19,229
POA2850,0,12,0,224,0,5,0,3,0,0,0,5,0,6,84,103,4,0,5,0,0,0,0,7,0,21,21,54,450,117,28,356,43,209,26,160,24,685,112,2200
POA2852,0,0,0,26,0,0,0,0,0,3,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,7,11,70,27,7,61,11,45,4,29,12,150,28,438
POA2864,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,31,12,0,11,5,12,0,11,0,36,3,119
POA2865,0,0,0,5,0,0,0,0,0,0,0,6,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,20,6,13,0,6,0,40,3,118
POA2866,0,0,0,22,0,0,0,0,0,0,0,0,0,0,12,12,3,0,0,0,0,0,0,0,0,3,4,13,76,13,3,43,0,27,7,23,7,106,17,333
POA2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,15,3,0,10,4,7,0,10,0,20,3,69
POA2868,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,16,3,3,0,3,3,22,4,69
POA2869,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,0,37,10,0,24,5,19,3,6,0,49,10,166
POA2870,0,3,0,71,0,0,0,0,0,5,0,0,0,0,51,57,0,0,0,0,0,0,0,0,0,8,13,20,282,32,8,193,13,123,8,99,15,448,66,1286
POA2871,0,4,0,63,0,0,0,0,0,4,0,4,0,7,47,66,0,0,0,0,0,0,0,0,0,8,5,20,232,48,14,146,7,79,5,70,21,374,64,1047
POA2873,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,26,12,0,14,0,3,0,3,0,20,0,79
POA2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,7,0,5,0,5,0,42
POA2875,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,21,5,11,0,10,4,25,7,106
POA2876,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,9,0,7,0,15,0,45
POA2877,0,0,0,20,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,0,0,3,8,93,18,6,59,5,27,0,20,0,104,24,357
POA2878,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,13,0,0,8,0,4,0,6,0,4,0,29
POA2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,9,0,10,0,0,0,27,4,66
POA2880,3,9,0,97,0,0,0,0,0,6,0,0,0,8,102,123,7,3,3,0,0,4,0,0,0,32,13,61,375,66,15,226,42,196,18,126,33,761,131,1991
POA2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,6,0,3,3,0,4,13,8,58
POA3000,5,23,0,634,3,0,0,3,8,3,3,4,0,0,171,199,0,5,3,0,0,0,0,0,0,0,23,34,1362,659,47,828,103,674,130,473,110,654,206,5243
POA3002,0,39,0,356,0,0,0,0,0,0,0,0,0,0,34,36,0,0,0,0,0,0,0,0,0,4,0,8,274,40,6,136,17,103,16,68,11,165,31,858
POA3003,0,0,0,216,0,0,0,0,0,0,0,0,0,0,30,34,0,0,0,0,0,0,0,0,0,0,0,0,444,113,13,215,34,125,11,83,3,110,38,1189
POA3004,0,44,4,477,3,0,3,0,0,0,0,0,0,0,57,69,0,0,0,0,0,3,0,3,0,6,11,20,637,126,11,287,38,229,22,113,12,314,75,1844
POA3006,0,35,0,758,0,0,0,0,0,4,0,5,0,0,106,120,5,0,0,0,0,0,0,0,0,0,9,23,1355,349,42,571,86,450,47,211,30,356,117,3615
POA3008,5,18,0,566,0,0,0,0,0,0,0,0,0,0,68,82,0,0,0,0,0,0,0,0,0,0,7,10,872,171,29,367,93,435,12,151,27,294,86,2535
POA3011,0,0,0,485,0,0,0,0,5,0,0,0,0,0,58,74,0,0,0,0,0,0,0,0,0,0,4,13,990,176,19,479,61,223,37,110,24,318,70,2518
POA3012,0,0,0,463,4,0,0,0,0,0,0,0,4,0,63,82,0,0,0,0,0,0,0,0,0,18,23,44,988,134,24,411,76,230,28,91,26,472,101,2588
POA3013,0,3,0,420,0,0,0,3,0,0,0,0,0,4,42,49,0,0,0,3,0,0,0,0,0,9,6,14,658,70,11,265,46,152,13,77,22,259,49,1617
POA3015,0,3,0,460,0,0,0,0,3,0,0,0,0,0,46,51,0,0,0,4,0,0,0,0,0,6,5,14,684,60,16,237,43,153,17,102,16,346,55,1716
POA3016,0,32,0,362,0,0,0,0,0,6,0,0,0,9,37,56,0,0,3,0,0,0,0,0,0,8,4,19,346,72,11,214,23,166,12,144,17,565,47,1621
POA3018,0,6,0,237,0,0,0,0,0,3,0,0,0,4,42,49,6,0,0,6,0,0,0,5,0,12,0,26,404,53,11,222,37,146,16,95,15,536,49,1578
POA3019,0,0,0,66,0,0,0,0,0,3,0,0,0,0,14,22,0,0,0,0,0,0,0,0,0,6,8,15,211,44,8,94,16,69,5,42,13,202,29,735
POA3020,6,5,0,207,0,0,0,4,0,5,0,4,0,15,97,123,4,0,0,0,0,5,0,0,0,31,36,73,702,167,23,364,70,357,38,221,51,1343,178,3499
POA3021,3,3,0,95,0,0,0,0,0,0,0,0,3,21,103,140,4,0,3,0,0,4,0,0,0,42,67,120,519,174,16,395,64,408,40,326,67,2001,216,4209
POA3022,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,3,4,66,14,4,34,4,29,6,20,0,67,11,248
POA3023,0,9,0,225,6,0,6,0,3,3,8,4,0,15,115,157,5,0,3,0,0,0,0,0,0,18,34,70,895,156,28,472,69,475,32,255,62,1504,168,4134
POA3024,0,4,0,177,4,0,0,0,0,6,0,0,0,0,80,97,0,0,4,4,0,0,0,0,0,3,8,29,672,85,22,359,50,299,26,126,28,468,99,2239
POA3025,0,6,0,145,0,0,0,3,0,0,0,0,0,8,28,39,6,0,0,0,0,0,0,0,0,13,8,28,348,40,4,140,25,88,3,39,14,425,51,1170
POA3026,0,0,0,39,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,8,8,139,16,0,53,9,45,0,24,4,89,24,419
POA3027,0,0,0,110,0,0,0,0,0,0,0,0,0,0,18,20,0,0,5,0,0,0,0,0,0,0,3,9,253,28,5,95,21,78,7,46,10,97,17,664
POA3028,0,3,0,159,0,0,3,0,0,0,0,0,4,4,56,78,3,0,0,5,4,0,0,0,0,21,35,66,550,105,14,343,61,303,13,170,34,903,102,2611
POA3029,6,8,3,480,17,0,5,8,9,4,0,4,3,22,220,283,13,0,3,0,5,0,3,4,5,41,61,133,2027,393,54,1146,171,1053,82,545,123,2252,318,8161
POA3030,5,15,0,787,6,0,4,0,6,13,0,5,3,20,241,297,10,0,7,4,7,5,0,5,3,39,63,142,2367,370,72,1220,210,1049,91,520,119,2374,338,8728
POA3031,0,0,0,482,0,0,0,0,0,0,3,0,0,0,55,65,0,0,0,0,0,0,0,0,0,0,11,14,831,113,12,336,44,142,19,105,10,279,72,1959
POA3032,0,10,5,596,0,0,0,0,3,0,0,0,0,0,80,87,6,0,0,0,0,0,0,0,3,13,12,32,1013,175,26,562,79,278,32,191,33,644,114,3140
POA3033,0,4,0,117,0,0,0,0,0,0,0,0,0,10,29,42,0,0,0,0,0,0,0,0,0,22,12,33,237,40,12,147,28,126,13,87,13,764,50,1515
POA3034,0,8,0,92,0,0,0,0,0,0,0,0,0,4,24,29,0,0,0,4,0,0,0,0,0,8,10,31,197,45,10,108,18,87,4,72,18,647,46,1260
POA3036,0,3,0,60,0,0,0,0,0,0,0,0,0,4,13,21,0,0,0,0,0,0,0,0,0,10,5,15,89,27,3,64,9,56,4,51,9,310,24,640
POA3037,0,7,0,180,4,0,4,3,0,11,0,4,4,9,61,98,0,0,4,0,0,0,0,0,3,19,31,60,802,120,35,401,58,388,28,202,39,1243,109,3426
POA3038,3,7,0,157,5,0,0,0,0,3,0,0,4,5,51,67,0,0,0,0,0,0,0,0,0,23,22,57,344,86,13,315,37,281,26,202,48,1203,86,2639
POA3039,0,4,0,368,0,0,0,0,0,0,0,0,0,0,52,58,3,0,0,0,0,0,0,0,0,9,6,17,606,85,12,298,44,180,25,106,14,396,64,1826
POA3040,5,36,0,444,4,0,0,0,0,0,0,0,0,8,63,75,0,0,4,0,0,4,0,0,0,17,9,36,658,150,17,357,61,210,27,182,30,719,77,2494
POA3041,0,15,0,152,0,0,0,0,0,3,0,0,0,4,26,36,0,0,0,0,0,3,0,0,0,8,8,18,232,55,7,149,19,110,7,120,13,406,37,1156
POA3042,0,3,0,189,0,0,0,0,0,0,0,0,0,7,42,59,0,0,0,3,0,0,0,0,0,9,19,40,448,50,9,156,32,118,18,108,20,620,71,1649
POA3043,0,3,0,96,0,0,0,0,0,0,3,3,0,8,42,64,0,0,0,0,0,0,0,0,0,21,16,39,368,55,8,170,28,148,12,123,24,784,75,1799
POA3044,0,4,0,376,6,0,5,0,0,0,0,0,4,6,63,84,6,0,0,3,0,3,0,4,4,21,16,48,867,108,14,447,72,243,30,151,35,641,90,2697
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,9,6,329,0,0,0,0,0,4,0,4,0,8,97,120,3,0,0,0,0,0,0,3,0,23,27,68,1061,182,24,519,70,320,34,176,34,951,151,3515
POA3047,0,0,0,14,0,0,0,0,0,0,0,0,3,4,32,42,0,0,0,0,0,0,0,0,0,6,25,36,159,62,7,142,18,145,17,86,11,500,63,1213
POA3048,0,0,0,11,0,0,0,0,0,0,0,0,0,6,30,33,3,0,0,0,0,0,0,0,0,11,9,25,97,25,3,77,14,97,5,77,8,525,52,979
POA3049,0,0,0,53,0,0,0,0,0,4,0,0,0,3,20,27,0,0,0,0,0,0,0,0,0,8,5,16,193,37,8,121,16,103,7,63,15,309,28,889
POA3051,0,3,0,351,0,0,5,0,0,0,0,0,0,0,36,45,0,0,0,0,0,0,0,0,0,0,9,13,566,119,11,265,31,158,25,82,14,202,49,1527
POA3052,0,12,0,117,0,0,0,0,0,0,0,0,0,0,19,22,0,0,0,0,0,0,0,0,0,0,0,0,162,37,9,107,11,64,11,52,0,85,19,558
POA3053,0,16,0,251,0,0,0,0,0,3,0,0,0,4,44,51,0,0,0,0,0,0,0,0,0,0,3,5,458,129,14,214,34,151,20,135,21,260,54,1495
POA3054,0,21,0,295,0,0,0,0,0,0,0,0,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,7,348,67,6,158,12,98,12,84,6,209,26,1031
POA3055,0,6,0,238,3,0,0,0,0,0,0,0,0,0,29,44,0,0,0,0,0,0,0,0,0,4,5,14,532,98,8,289,49,142,13,102,12,281,43,1564
POA3056,0,5,0,626,3,0,0,5,5,0,0,0,0,5,83,97,3,0,4,0,0,0,0,0,0,7,7,16,1221,188,11,588,75,248,34,162,23,449,91,3085
POA3057,0,0,0,376,4,0,0,0,5,0,0,0,0,0,33,46,0,0,0,0,6,0,0,0,0,0,5,9,737,105,12,348,49,165,19,70,9,183,41,1744
POA3058,0,4,0,506,4,0,0,0,0,5,0,3,0,4,95,116,9,0,0,3,0,0,0,0,0,17,13,39,1006,172,25,541,87,308,41,213,27,823,118,3364
POA3059,0,5,0,136,0,0,0,0,0,0,3,4,0,5,36,52,0,0,0,0,0,5,0,0,5,17,7,30,393,66,10,196,36,179,16,106,24,537,53,1610
POA3060,0,7,0,67,0,0,0,0,0,0,0,0,0,9,29,39,0,0,0,0,0,0,0,0,0,5,8,13,189,34,3,133,32,88,17,69,13,411,44,1027
POA3061,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,5,3,8,29,14,0,19,3,27,0,24,7,191,11,337
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,8,5,0,9,0,8,0,0,0,18,0,48
POA3064,0,0,3,312,12,0,9,6,0,10,3,4,3,14,148,210,14,0,10,0,0,4,0,0,5,33,54,113,1698,267,58,942,155,855,56,377,88,1694,241,6443
POA3065,0,7,0,486,3,0,0,0,5,0,0,0,0,0,30,34,0,0,0,0,0,0,0,0,0,5,3,3,582,65,13,211,37,116,6,57,13,158,36,1292
POA3066,0,0,0,388,0,0,0,0,0,0,0,0,0,0,49,50,0,0,0,0,0,0,0,0,0,0,0,0,649,63,10,243,28,113,16,44,3,99,53,1319
POA3067,0,7,0,377,0,0,0,0,4,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,614,74,10,221,39,111,21,64,7,119,41,1318
