POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA2650,166,291,176,126,100,20,11,885,24,14,4,6,8,0,0,58,8,21,7,0,0,0,0,45,302,501,386,275,308,73,30,1884,14,28,14,9,11,4,0,78,16,35,9,5,8,4,0,80,33,67,32,12,16,6,0,162,332,564,411,292,323,84,32,2039,382,306,149,115,85,13,8,1057,8,14,7,3,5,0,0,41,731,881,568,411,414,95,37,3129
POA2651,10,19,12,5,12,0,0,56,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,7,14,36,27,15,19,8,0,122,5,5,0,0,0,0,0,11,0,0,0,0,0,0,0,3,5,8,4,0,0,0,0,12,25,41,30,15,22,8,0,132,13,10,7,5,4,0,0,39,0,0,0,0,0,0,0,0,30,52,36,27,25,8,0,178
POA2652,12,8,8,5,3,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,15,9,8,0,0,71,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,9,0,4,0,0,0,0,0,8,16,26,14,13,8,0,0,84,21,21,3,0,6,0,0,51,0,0,0,0,0,0,0,0,32,43,23,15,12,0,0,133
POA2653,3,6,11,3,4,0,0,33,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,23,19,9,13,5,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,18,20,11,13,5,0,73,6,10,4,4,0,0,0,28,3,0,0,0,0,0,0,3,16,36,28,10,14,5,0,105
POA2655,6,7,0,4,0,0,0,24,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,11,0,9,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,9,6,0,0,37,4,10,3,3,0,0,0,27,0,0,0,0,0,0,0,0,14,23,4,10,8,0,0,61
POA2656,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,8,6,4,0,5,0,0,28,4,5,0,0,9,3,0,23,0,0,0,0,0,0,0,0,9,12,9,6,6,3,0,45
POA2658,3,8,8,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,3,7,0,0,39,5,9,4,0,0,0,0,19,0,0,0,0,0,0,0,0,8,20,20,8,8,0,0,59
POA2659,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,6,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,7,0,0,0,0,0,5,5,10,6,10,6,0,0,29,0,0,3,0,7,0,0,14,0,0,0,0,0,0,0,0,3,16,6,14,10,0,0,42
POA2660,3,5,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,6,3,5,0,40,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,14,6,6,5,0,44,10,7,7,7,8,0,0,42,0,0,0,0,0,0,0,0,16,15,23,14,19,0,0,84
POA2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
POA2663,10,16,11,12,0,3,0,53,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,21,35,29,23,18,4,0,126,0,4,0,0,3,0,0,6,4,6,0,0,0,0,0,11,8,7,0,3,3,0,0,21,21,40,35,27,18,4,0,147,37,34,18,12,5,4,0,107,3,5,0,0,0,0,0,4,67,76,49,32,28,6,0,256
POA2665,0,11,7,0,6,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,4,5,4,0,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,4,7,4,0,47,7,4,6,0,0,0,0,20,0,0,0,0,0,0,0,3,14,23,20,7,10,9,0,71
POA2666,13,31,30,14,8,7,0,94,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,23,34,47,23,25,9,0,153,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,23,41,47,23,25,9,0,155,25,15,9,8,13,0,0,70,0,0,0,0,0,0,0,5,49,53,57,33,35,3,0,232
POA2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,5,0,0,0,7,0,3,3,0,5,0,0,10,0,0,0,0,0,0,0,0,5,3,8,5,3,0,0,23
POA2669,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,19,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,11,0,0,3,0,0,22,10,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,13,6,3,3,0,0,37
POA2671,9,20,11,3,9,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,30,30,19,21,0,0,115,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,6,0,5,0,0,0,0,0,6,20,35,30,19,21,0,0,128,7,12,0,0,0,0,0,28,0,0,0,0,0,0,0,0,26,47,33,21,24,0,0,151
POA2672,0,6,6,4,0,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,13,7,6,0,0,32,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,4,0,0,0,0,5,0,6,14,10,6,0,0,36,14,11,3,0,0,0,0,36,3,3,0,0,0,0,0,13,20,24,19,13,8,0,0,78
POA2675,5,9,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,9,10,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,5,14,8,10,4,0,0,42,9,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,14,15,14,11,5,0,0,55
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2680,50,92,64,41,54,10,3,317,6,6,3,0,3,0,0,18,6,11,9,0,3,0,0,27,101,187,138,97,125,21,15,686,0,7,0,0,5,0,0,13,4,7,5,3,0,0,0,28,3,14,7,7,7,0,0,41,102,200,145,106,131,21,15,727,136,108,45,24,20,8,0,337,4,5,7,0,0,0,0,15,240,314,194,131,151,32,11,1076
POA2681,3,10,5,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,3,4,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,11,11,3,4,3,0,40,5,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,15,13,12,3,4,3,0,54
POA2700,14,34,15,14,16,4,0,88,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,4,25,45,27,32,31,5,0,158,0,11,8,5,0,0,0,18,0,6,5,0,0,0,0,11,8,13,7,5,0,0,0,31,29,61,35,35,33,5,0,189,47,43,14,11,9,0,0,121,3,0,0,0,0,0,0,5,74,100,52,41,39,7,0,315
POA2701,9,14,12,5,8,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,23,15,14,15,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,15,14,15,3,0,89,8,10,5,7,0,0,0,37,0,0,0,0,0,0,0,0,25,38,24,19,16,3,0,123
POA2702,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,7,0,7,0,0,19,5,8,3,0,5,0,0,20,0,0,0,0,0,0,0,0,5,10,13,4,6,0,0,44
POA2703,3,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,17,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,5,3,7,0,0,21
POA2705,26,46,31,11,23,0,0,140,8,5,0,0,0,0,0,9,3,9,0,0,0,0,0,14,42,95,65,38,53,7,0,294,0,5,4,0,0,0,0,15,10,11,6,0,0,0,0,24,13,14,12,5,4,0,0,44,50,111,73,41,53,3,0,331,68,55,39,27,11,4,0,198,4,0,0,0,0,0,0,7,121,161,111,68,71,9,0,546
POA2706,8,6,5,8,3,0,0,20,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,7,9,3,8,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,4,0,0,39,8,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,15,11,7,10,7,0,0,55
POA2707,4,5,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,7,0,0,30,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,13,5,4,7,0,0,37
POA2710,22,34,16,19,13,3,0,107,3,4,3,0,0,0,0,15,0,5,0,0,0,0,0,8,36,65,45,35,43,10,3,238,0,6,3,5,0,0,0,8,0,4,0,0,0,0,0,8,0,6,3,5,0,0,0,18,34,75,48,42,46,10,3,254,16,27,18,13,7,0,0,83,0,0,0,0,0,0,0,3,55,101,70,53,53,10,3,342
POA2711,10,9,10,6,0,0,0,36,0,4,5,0,0,0,0,9,0,0,0,0,0,0,0,3,18,14,18,11,13,0,0,69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,18,11,9,0,0,76,8,5,4,6,5,0,0,33,0,0,0,0,0,0,0,11,30,30,21,21,14,3,0,115
POA2712,0,7,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,5,3,7,0,0,29,0,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,11,7,14,0,0,47
POA2713,6,3,4,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,7,16,11,0,0,58,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,3,0,0,0,0,6,10,13,12,16,7,0,0,64,7,4,9,5,6,0,0,32,0,0,0,0,0,0,0,3,20,21,20,17,11,5,0,96
POA2714,7,9,4,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,7,8,13,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,7,8,13,0,0,57,10,3,3,0,9,0,0,20,0,0,0,0,0,0,0,7,22,16,16,12,14,0,0,83
POA2715,0,8,5,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,5,0,0,32,6,10,4,6,5,0,0,31,0,0,0,0,0,0,0,0,15,18,9,13,6,0,0,62
POA2716,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,14,3,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,12,8,3,3,0,0,33
POA2717,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,8,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,9,0,0,26,10,8,6,0,0,0,0,35,0,0,0,0,0,0,0,8,15,17,9,9,8,4,0,67
POA2720,20,26,23,18,9,0,0,98,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,3,36,53,59,37,39,5,0,226,0,0,0,0,0,0,0,8,0,13,5,0,4,0,0,17,0,13,3,0,0,0,0,24,39,61,65,39,45,5,0,252,57,47,23,19,7,5,0,148,0,4,0,4,0,0,0,8,100,111,81,55,48,11,0,407
POA2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,7,4,3,3,0,0,17,0,0,0,0,0,0,0,0,5,6,10,3,3,0,0,21
POA2722,5,9,10,3,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,15,7,16,0,0,62,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,10,18,15,7,16,0,0,66,16,20,4,4,9,0,0,49,0,0,4,0,0,0,0,6,27,39,20,20,18,0,0,121
POA2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,6,8,4,0,0,0,0,17
POA2726,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
POA2727,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13
POA2729,0,0,4,4,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,26,0,4,0,4,3,0,0,12,0,0,0,0,0,0,0,0,4,7,4,7,8,0,0,30
POA2730,0,0,3,0,0,0,0,11,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,7,8,4,5,0,0,27,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,9,6,4,5,0,0,32,11,13,9,4,0,0,0,38,0,0,0,0,0,0,0,0,19,19,22,8,5,0,0,75
POA2731,8,16,23,15,9,0,0,69,3,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,18,29,39,25,33,4,0,155,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,8,18,38,41,31,33,4,0,163,23,20,13,7,4,0,0,65,0,0,0,0,0,0,0,0,39,56,60,35,38,4,0,228
POA2732,0,3,4,9,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,9,9,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,9,9,0,0,42,8,8,6,0,3,0,0,28,0,0,0,0,0,0,0,0,15,16,16,10,9,0,0,68
POA2733,0,5,0,0,3,0,0,9,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,4,5,5,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,5,0,0,20,3,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,12,9,0,3,0,0,36
POA2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
POA2735,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,13
POA2736,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10
POA2737,3,7,4,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,6,3,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,7,0,0,27,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,7,6,3,6,0,0,32
POA2738,0,5,4,0,0,0,0,13,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,7,11,4,3,5,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,4,3,3,6,0,33,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,11,8,4,7,5,0,41
POA2739,0,3,4,4,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,13,0,0,42,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,10,5,10,7,3,17,0,0,44,0,11,4,0,3,0,0,21,0,0,0,0,0,0,0,0,9,21,12,7,17,0,0,66
POA2745,59,94,68,45,56,20,12,353,14,27,21,9,15,11,7,102,4,5,6,0,4,0,0,12,144,227,180,130,187,78,25,968,4,10,4,0,10,0,0,29,0,0,0,0,0,0,0,7,4,14,8,5,10,0,0,32,146,235,182,134,199,82,25,998,102,113,60,51,40,12,10,390,0,0,3,0,0,0,0,10,255,352,251,186,237,86,35,1400
POA2747,123,171,88,68,78,32,19,581,50,54,30,22,21,3,0,191,3,12,8,6,5,5,0,37,306,468,288,184,238,103,53,1641,17,18,11,8,5,0,0,65,12,25,9,3,4,0,0,62,31,40,23,16,5,0,0,117,335,510,314,206,243,103,53,1766,410,376,175,108,108,33,12,1220,14,16,9,4,0,0,0,42,759,901,492,313,351,131,64,3018
POA2748,4,0,4,6,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,9,7,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,8,5,4,4,28,5,10,4,6,7,5,0,29,0,0,0,0,0,0,0,0,14,12,8,10,7,5,5,58
POA2749,38,41,29,19,24,8,9,171,10,18,6,5,3,5,0,53,0,5,3,0,0,0,0,10,72,129,91,52,87,30,26,485,0,5,9,3,8,0,0,29,6,8,8,5,0,0,0,18,3,10,15,7,9,0,0,47,76,138,102,58,91,30,26,524,141,122,86,43,53,10,3,456,5,3,0,0,0,0,0,9,218,271,187,106,144,36,29,995
POA2750,69,124,108,73,81,22,12,490,39,43,54,21,24,8,7,189,10,7,3,3,0,0,0,30,178,355,297,220,259,104,45,1457,10,10,5,7,0,0,0,34,14,22,11,10,6,0,0,66,23,35,21,11,6,0,0,99,201,388,322,238,268,104,41,1561,294,246,150,85,85,24,6,896,8,0,9,0,3,0,0,22,499,646,480,320,356,125,53,2474
POA2752,8,4,3,9,12,4,0,34,8,6,4,0,3,0,0,22,0,0,0,0,0,0,0,0,14,21,18,16,23,3,6,106,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,9,5,3,0,0,0,0,0,9,20,30,20,16,26,3,6,109,29,10,16,6,3,0,0,73,0,0,0,0,0,0,0,3,45,42,38,22,29,7,5,186
POA2753,23,35,26,16,22,8,0,140,8,4,5,5,5,6,4,32,0,0,5,0,4,0,0,7,48,79,59,56,84,35,17,389,0,6,4,3,0,0,0,14,5,4,0,0,6,0,0,13,6,10,5,3,7,0,0,27,59,90,66,58,91,38,17,413,72,86,45,20,19,6,0,260,0,0,0,0,0,0,0,0,132,169,108,76,113,46,21,675
POA2754,7,21,20,6,15,3,6,80,5,9,3,5,0,4,0,32,0,0,0,0,0,0,0,0,22,68,46,31,37,16,9,222,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,29,68,46,35,35,16,9,230,32,27,13,5,8,4,0,92,0,0,4,0,0,0,0,3,58,93,65,39,45,18,11,327
POA2756,59,101,60,45,54,14,8,343,21,28,17,15,12,4,8,100,3,4,0,0,0,0,0,13,120,239,155,127,161,45,23,862,0,9,0,0,3,3,0,19,7,13,0,3,4,0,0,34,7,24,4,7,10,5,0,52,126,256,166,133,163,48,23,918,185,171,84,71,75,13,7,612,6,11,4,0,5,0,0,21,307,438,252,203,246,65,30,1544
POA2757,3,0,0,3,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,3,0,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,3,8,8,3,0,21
POA2758,8,20,13,5,9,4,0,64,0,3,0,0,3,0,0,11,4,0,0,0,0,0,0,4,17,31,22,18,24,10,7,125,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,11,17,30,18,13,27,13,7,134,14,9,4,8,8,0,3,42,5,3,0,0,0,0,0,13,37,44,30,28,35,14,7,188
POA2759,63,72,64,36,34,9,3,288,18,13,8,9,10,5,0,65,0,0,3,0,0,0,0,6,126,172,134,97,130,46,29,739,3,5,6,6,0,0,0,20,4,7,0,4,0,0,0,15,6,14,9,7,4,0,0,37,130,189,141,109,130,50,28,772,119,128,61,47,49,23,9,437,3,3,0,3,0,3,0,14,256,317,206,152,185,73,38,1226
POA2760,81,136,84,51,62,9,8,431,29,46,26,18,23,4,9,154,3,11,14,0,0,4,0,38,182,321,228,147,196,58,29,1148,7,19,16,9,12,0,4,66,17,35,20,7,7,0,0,86,24,56,41,17,11,0,0,148,204,377,261,159,212,60,29,1302,375,351,194,107,109,40,15,1194,5,3,8,8,3,0,0,34,590,736,467,273,322,97,47,2530
POA2761,55,73,46,33,50,18,14,290,24,28,15,16,20,3,6,104,0,7,7,4,9,0,0,29,131,226,128,120,144,72,41,865,8,15,3,4,5,0,0,40,12,10,7,7,3,0,0,39,21,24,13,9,10,0,0,80,148,253,141,135,151,72,44,937,150,144,97,47,44,18,19,525,5,10,4,3,0,0,0,15,300,399,244,185,201,91,66,1480
