POA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA2626,7,7,26,21,39,40,9,0,0,151,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,5,0,0,0,20,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,5,15,7,0,0,0,28,0,0,0,0,0,4,0,0,0,3,0,6,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA2627,102,185,431,265,360,244,79,16,0,1675,0,3,0,3,0,7,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,3,0,0,21,0,0,3,8,5,0,0,0,0,12,0,3,7,3,17,8,0,0,0,43,0,0,3,7,13,0,0,0,0,28,14,9,21,15,27,33,5,0,0,127,43,70,110,45,48,38,20,4,0,362,0,11,6,3,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,8,0,0,0,5,6,3,0,0,0,18,3,9,15,15,5,10,0,0,0,50,0,3,4,18,18,10,0,0,0,55,9,6,18,14,11,10,3,0,0,63,0,0,9,28,36,19,3,0,0,92,0,15,37,52,55,35,4,0,0,199,12,6,25,28,39,27,7,0,0,145,15,31,73,22,28,20,8,0,0,196,7,3,13,5,11,4,0,4,0,38
POA2628,38,28,95,91,125,135,47,7,7,568,0,0,0,0,11,10,12,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,4,0,0,0,0,5,0,0,7,0,3,3,0,0,0,10,0,0,0,0,5,0,0,0,0,4,11,0,11,5,14,15,6,0,0,52,9,6,12,9,11,11,3,5,0,63,0,0,3,6,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,3,0,3,3,3,3,0,0,0,13,0,6,7,9,6,5,0,0,0,28,3,0,7,5,0,7,0,0,0,28,0,0,4,10,19,18,3,0,0,53,0,4,7,13,29,16,0,0,0,76,7,5,9,15,21,15,4,0,0,78,0,6,3,5,0,5,0,0,0,12,0,0,3,8,0,4,0,0,0,20
POA2629,5,7,6,16,28,29,10,9,0,110,0,0,0,0,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,6,3,3,6,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,9,0,0,0,3,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA2630,127,178,394,363,436,435,175,60,3,2167,4,3,13,6,18,19,17,13,0,90,0,0,0,0,0,0,0,0,0,5,0,0,4,9,0,8,4,0,0,22,9,15,10,15,11,12,3,0,0,80,0,3,18,7,13,7,5,0,0,59,3,4,6,0,11,11,4,0,0,33,40,24,46,53,67,57,11,0,0,296,44,20,28,22,28,21,7,0,0,175,0,4,3,7,11,7,0,0,0,35,0,0,0,3,0,4,0,0,0,17,0,4,7,0,10,5,0,0,0,24,0,5,9,13,4,0,0,0,0,32,5,3,20,23,28,14,0,0,0,99,3,4,14,12,17,16,4,0,0,65,4,6,33,42,67,57,3,0,0,212,5,7,42,57,72,59,17,0,0,273,7,15,66,61,81,93,25,0,0,349,0,0,0,8,3,0,0,0,0,19,6,3,7,9,13,8,0,0,0,49
POA2631,6,7,27,17,22,33,19,3,0,144,0,0,0,4,6,3,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,13,0,0,6,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,13,0,4,3,0,7,0,0,0,0,16,0,7,0,0,10,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2632,27,28,93,78,88,99,49,14,0,469,0,3,10,7,5,6,20,3,0,59,0,0,4,0,0,0,0,0,0,4,0,0,13,5,7,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,5,0,0,0,0,4,11,4,5,12,10,13,4,0,0,64,8,9,3,3,8,7,0,0,0,33,0,0,0,6,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,6,6,0,0,0,0,10,0,0,0,3,0,5,0,0,0,13,0,0,7,8,5,6,0,0,0,21,0,5,6,16,16,19,5,0,0,62,0,14,13,13,11,15,4,0,0,67,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3
POA2633,0,0,15,12,10,19,10,4,0,70,0,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,9,0,0,0,0,5,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2640,629,889,2012,1989,1906,1578,535,88,10,9634,3,12,13,16,22,19,24,7,0,119,0,0,0,0,0,0,0,0,0,5,31,21,68,74,74,68,18,0,0,353,0,0,3,7,7,0,0,0,0,25,11,19,75,63,63,53,13,0,0,296,0,0,13,18,17,28,11,0,0,98,236,159,189,149,157,169,38,0,0,1103,265,113,145,97,100,60,10,0,0,798,3,18,18,34,60,21,14,6,0,166,0,4,14,15,15,9,0,0,0,63,0,11,53,45,45,30,4,0,0,193,3,9,24,31,39,13,14,0,0,138,6,32,103,102,106,74,27,0,0,452,4,21,44,59,49,52,18,0,0,251,9,39,127,185,203,146,17,0,0,723,36,90,293,371,385,290,76,5,0,1549,48,253,678,600,570,540,134,3,0,2827,12,11,16,23,17,15,3,0,0,98,13,35,80,75,69,40,10,3,0,325
POA2641,223,401,905,726,606,596,198,17,0,3672,0,3,3,3,3,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,9,12,39,27,30,28,4,0,0,144,0,0,0,0,5,3,0,0,0,10,4,8,22,26,15,18,10,0,0,99,0,5,5,10,6,8,3,0,0,37,80,78,88,75,95,71,12,0,0,497,87,57,67,47,34,31,9,0,0,337,3,3,17,11,10,20,9,0,0,76,3,5,5,5,3,0,0,0,0,16,0,3,9,12,10,0,0,0,0,44,0,3,13,4,10,8,7,0,0,47,0,6,23,34,20,16,5,0,0,111,3,12,26,40,41,29,12,0,0,163,0,12,35,55,58,32,11,0,0,205,3,31,88,91,90,57,21,0,0,385,11,98,255,183,178,174,42,0,0,949,10,7,7,6,4,0,0,0,0,34,6,19,36,26,18,14,10,0,0,133
POA2642,103,84,188,239,294,293,144,24,3,1374,0,0,15,16,23,42,22,9,0,138,0,0,0,0,0,0,0,0,0,0,0,4,6,4,9,14,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,3,13,8,7,0,0,0,35,0,3,3,0,3,4,0,0,0,12,22,10,22,21,20,12,8,0,0,112,33,9,8,9,7,10,0,3,0,77,0,0,3,3,12,13,0,0,0,40,0,0,0,3,3,5,0,0,0,14,0,0,3,4,8,0,0,0,0,19,0,0,7,0,0,0,0,0,0,9,0,0,6,13,14,9,4,0,0,63,0,0,3,12,9,9,9,0,0,40,0,0,11,18,12,12,5,0,0,62,4,9,36,51,52,35,3,0,0,195,5,14,48,54,65,60,19,0,0,265,4,0,0,4,3,0,0,0,0,17,4,7,5,5,13,10,0,0,0,46
POA2643,37,54,113,133,141,136,44,9,0,671,0,3,3,0,7,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,7,8,13,14,19,15,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,0,0,0,13,0,5,0,3,0,0,0,0,0,14,14,6,12,9,18,11,4,0,0,75,21,9,0,3,13,16,0,0,0,62,0,0,0,0,9,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,6,6,0,0,0,0,0,5,0,0,0,4,0,0,4,0,0,6,0,0,0,0,6,5,0,0,0,20,0,0,3,3,3,6,0,0,0,21,0,0,5,5,9,4,0,0,0,26,0,6,8,21,16,11,0,0,0,60,0,9,23,39,32,38,13,0,0,151,0,3,0,0,0,0,0,0,0,6,0,0,4,0,4,3,6,0,0,14
POA2644,28,39,96,88,106,143,44,13,0,555,0,11,13,11,17,25,11,3,0,93,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,11,0,4,4,4,0,0,0,0,0,12,9,0,4,13,5,7,0,0,0,44,10,0,8,6,12,7,0,0,0,46,0,0,6,4,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,6,5,3,6,4,0,0,24,0,0,0,3,8,7,0,0,0,15,0,4,0,9,10,9,0,0,0,32,0,3,14,15,10,12,5,0,0,49,0,8,18,22,23,26,0,0,0,101,0,0,0,0,0,0,0,0,0,6,5,0,3,0,3,0,0,0,0,10
POA2645,7,6,14,9,12,16,11,0,0,76,0,0,3,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2646,115,117,237,238,321,352,142,25,0,1546,4,6,10,21,24,24,26,3,0,125,0,0,0,0,0,0,0,0,0,0,17,14,32,20,45,34,9,0,0,174,0,0,3,0,0,0,0,0,0,6,0,0,6,3,4,9,0,0,0,20,0,0,3,0,0,0,0,0,0,12,28,15,23,23,36,41,5,0,0,171,41,15,11,12,21,21,6,0,0,130,0,3,3,3,8,3,0,0,0,35,0,0,5,0,0,0,0,0,0,6,0,0,6,9,7,3,0,0,0,20,0,0,0,4,0,0,0,0,0,10,4,0,12,12,9,6,3,5,0,55,6,4,3,11,17,8,5,0,0,44,0,6,7,8,20,10,0,0,0,50,0,12,31,25,35,41,15,0,0,154,8,17,56,51,65,92,15,0,0,302,0,0,0,0,0,0,0,0,0,6,0,0,16,8,7,3,5,0,0,41
POA2647,30,45,77,78,112,105,46,12,3,507,0,6,3,10,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,6,3,12,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,19,3,3,7,25,13,3,0,0,69,17,5,10,13,10,10,4,0,0,66,0,0,0,6,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,0,0,0,12,0,0,0,4,4,0,0,0,0,4,0,0,0,0,3,3,0,0,0,15,0,0,0,0,0,7,0,0,0,15,0,4,0,3,4,0,0,0,0,16,4,3,16,14,3,9,3,0,0,44,5,6,29,25,30,27,5,0,0,128,0,0,0,0,0,0,0,0,0,8,0,0,6,6,0,0,0,0,0,12
POA2648,27,32,95,79,124,145,63,8,0,565,0,0,4,17,24,21,4,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,10,0,0,0,0,5,4,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,7,6,0,4,5,10,0,0,0,36,14,0,9,3,15,11,0,0,0,55,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,3,10,0,0,0,0,0,16,0,3,3,0,3,3,0,0,0,19,0,0,3,8,5,8,0,0,0,30,0,0,6,13,7,18,6,0,0,50,0,5,21,18,15,43,7,0,0,108,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,4,0,0,0,14
POA2649,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2650,1045,1498,3566,3027,2758,2329,798,149,16,15184,9,43,39,40,56,71,54,19,0,341,0,0,3,7,0,0,0,0,0,9,40,29,87,110,61,62,9,0,0,398,0,9,14,13,24,7,0,0,0,64,11,22,59,100,57,56,16,0,0,319,5,16,41,40,34,30,5,0,0,171,337,281,308,230,226,202,60,3,0,1654,341,232,208,140,109,97,27,6,0,1172,7,9,38,34,52,48,16,0,0,208,8,14,31,23,11,9,0,0,0,95,11,20,67,83,52,38,4,0,0,266,6,27,53,36,21,12,8,0,0,159,17,91,199,151,124,93,17,5,0,691,14,37,107,138,111,107,20,0,0,539,15,64,193,226,237,163,33,0,0,932,52,178,488,530,588,428,102,4,0,2369,101,435,1181,918,868,723,164,11,0,4391,23,20,23,24,12,10,0,0,0,119,36,80,139,114,84,90,26,3,0,565
POA2651,169,198,196,183,114,67,16,0,0,940,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,21,14,23,19,11,3,0,0,0,97,19,5,6,5,5,4,4,0,0,50,0,0,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,11,0,0,4,0,0,0,0,0,0,4,0,9,4,5,0,0,0,0,0,20,3,0,7,11,6,3,0,0,0,27,54,49,36,22,18,6,0,0,0,192,0,3,8,16,9,7,0,0,0,46,3,15,45,48,30,22,0,0,0,168,5,0,0,5,0,0,0,0,0,9,0,4,10,3,7,5,0,0,0,30
POA2652,63,104,215,220,239,261,128,33,4,1263,6,9,26,24,36,36,44,9,0,187,0,0,0,0,0,0,0,0,0,3,0,5,0,6,11,3,3,0,0,35,0,0,0,3,0,0,0,0,0,8,3,0,5,6,11,3,0,0,0,30,0,0,4,5,4,3,0,0,0,19,21,11,14,17,26,23,5,0,0,115,16,5,16,9,10,15,0,0,0,75,0,0,0,3,4,14,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,4,16,3,13,4,0,0,0,41,0,0,6,5,6,6,3,0,0,28,0,0,9,12,16,16,5,3,0,58,0,6,29,41,41,30,9,0,0,147,0,11,38,47,48,45,7,0,0,197,0,0,0,0,0,0,0,0,0,4,0,3,10,0,3,6,0,0,0,28
POA2653,31,45,92,85,115,131,61,24,6,583,0,4,6,12,10,13,20,6,0,65,0,0,0,0,0,0,0,0,0,4,3,0,12,13,22,8,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,0,5,6,11,8,7,0,0,42,8,8,9,13,8,7,3,0,0,52,0,0,0,3,0,0,0,0,0,16,4,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,3,4,3,0,0,0,0,15,0,0,0,6,5,7,0,0,0,15,0,0,9,12,12,13,7,0,0,61,0,3,14,16,20,10,0,0,0,59,0,3,10,16,18,20,7,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6
POA2655,21,20,47,64,61,65,23,3,0,311,3,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,6,8,5,3,0,0,0,27,3,4,7,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,3,6,3,0,0,0,0,9,0,0,4,3,0,0,0,0,0,13,0,0,3,8,4,0,3,0,0,18,0,0,5,5,7,16,0,0,0,43,7,3,10,23,20,20,3,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
POA2656,15,24,30,46,53,76,35,18,3,309,0,0,0,7,16,12,7,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,9,3,9,0,4,0,0,32,0,0,3,3,4,0,0,0,0,13,0,0,0,0,0,8,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,13,0,0,3,0,0,8,0,0,0,18,0,0,5,3,9,9,4,0,0,17,0,3,7,8,11,13,0,0,0,41,3,3,13,8,9,19,6,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2658,18,26,39,51,53,81,36,12,0,309,0,0,0,11,6,7,11,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,3,0,4,8,0,0,0,19,6,0,0,3,4,0,0,0,0,12,0,0,0,6,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,9,0,5,0,0,0,0,0,0,0,12,0,6,4,16,14,14,3,0,0,53,3,5,13,11,16,14,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12
POA2659,16,14,21,32,32,55,17,11,0,207,0,0,0,0,3,4,6,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,16,5,0,3,0,4,4,0,0,0,20,0,0,4,4,4,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,0,4,5,5,0,0,0,0,8,0,0,4,6,8,11,0,0,0,26,0,3,6,4,3,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
POA2660,30,24,38,66,73,62,32,16,0,342,0,0,3,6,8,3,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,5,4,6,0,10,6,4,0,0,33,11,0,4,3,0,3,0,0,0,19,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,9,0,0,0,3,8,8,3,0,0,22,0,6,4,21,8,13,0,0,0,58,3,6,9,18,16,16,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
