POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA3082,121,387,134,168,19,1044,232,106,592,348,379,66,1722,8,0,37,29,34,0,119,28,7,57,77,210,20,389,36,8,118,92,126,57,429,1102,389,2962,1763,2945,349,9506
POA3083,136,484,152,125,21,1258,363,130,759,321,326,65,1968,7,3,70,18,47,3,146,42,11,87,76,178,14,401,86,16,134,55,114,62,472,1879,482,3807,1814,2512,367,10866
POA3084,206,533,89,93,11,1415,532,223,953,236,214,51,2202,36,16,88,32,28,0,189,35,17,87,49,114,4,310,54,8,143,46,53,39,340,2332,803,4636,1264,1720,239,10998
POA3085,94,304,75,57,5,752,194,101,365,155,124,22,959,10,5,39,11,16,0,76,20,5,32,28,79,0,156,18,5,60,20,38,19,155,956,380,2130,890,1152,111,5613
POA3087,61,191,48,49,12,463,113,68,232,106,115,16,658,5,3,30,14,8,0,56,7,3,29,20,63,0,130,11,0,33,15,26,11,101,478,224,1227,554,930,80,3500
POA3088,235,646,161,119,15,1504,269,155,711,297,298,31,1757,22,4,73,34,50,3,191,26,8,70,67,203,5,385,29,5,106,38,96,29,305,1368,677,3692,1673,2746,207,10359
POA3089,90,335,87,91,11,729,106,88,287,177,175,21,854,3,5,36,12,28,0,90,11,5,24,35,113,7,196,11,7,39,29,77,17,182,461,313,1541,913,1759,122,5113
POA3090,14,48,7,8,3,99,17,8,57,14,15,3,119,0,0,4,5,0,0,10,0,0,12,6,25,3,42,6,0,5,3,8,5,31,88,42,296,153,308,35,920
POA3091,3,30,9,0,0,58,12,8,22,14,17,3,83,0,0,9,3,4,0,8,0,0,4,8,18,4,31,4,0,4,9,4,8,26,42,21,165,95,241,18,594
POA3093,32,82,23,18,3,201,47,25,108,38,32,5,242,3,5,14,3,4,0,36,9,0,8,12,24,0,54,7,0,18,4,17,3,52,195,104,572,227,344,32,1475
POA3094,84,243,45,45,4,541,101,72,235,91,99,8,611,10,0,28,14,8,0,59,15,3,21,25,58,0,123,10,9,42,12,33,18,120,498,285,1293,588,880,65,3605
POA3095,244,710,160,120,25,1646,359,192,710,289,297,55,1901,32,10,81,32,44,5,208,42,15,75,59,197,9,398,38,14,97,47,89,31,320,1643,794,4124,1759,2752,282,11356
POA3096,11,40,6,19,0,98,10,11,45,25,21,3,124,0,0,7,0,4,0,13,0,0,0,4,27,0,33,0,0,5,4,9,0,22,55,42,209,131,296,13,741
POA3097,9,30,14,6,0,83,16,3,37,7,5,5,83,3,0,5,0,0,0,8,10,3,9,4,11,0,31,8,3,9,3,9,7,29,95,32,214,89,137,21,590
POA3099,48,119,28,30,0,277,48,23,122,67,49,7,317,4,3,13,9,12,0,36,8,0,17,22,50,0,92,0,0,22,13,20,4,57,181,118,597,355,712,42,1996
POA3101,122,414,72,41,10,1065,676,142,996,150,91,61,2117,36,7,97,29,19,3,193,39,10,78,48,66,0,243,81,14,173,44,39,49,401,2511,664,4892,1101,918,251,10341
POA3102,35,134,19,22,3,340,153,42,231,48,32,12,522,7,4,28,5,0,3,49,7,4,13,13,19,3,59,15,4,45,10,19,4,95,589,181,1289,286,306,56,2708
POA3103,57,233,48,33,9,613,302,73,536,109,55,23,1096,10,6,46,15,8,0,80,19,7,49,25,36,3,146,44,9,113,18,28,27,242,1388,323,2729,685,505,146,5774
POA3104,120,337,45,38,6,819,367,115,713,144,86,32,1457,17,4,53,12,8,0,97,35,11,71,25,39,0,180,47,14,161,29,35,35,321,1713,512,3855,920,764,194,7957
POA3105,48,143,41,37,4,392,139,53,269,91,95,14,666,3,3,24,12,11,0,51,10,7,42,23,57,3,146,18,4,56,18,27,19,147,638,209,1715,592,712,119,3981
POA3106,62,241,45,34,3,537,211,64,458,112,89,33,967,4,3,30,5,10,5,55,27,6,46,38,89,3,201,34,4,78,36,41,39,233,1094,278,2586,782,922,196,5861
POA3107,63,217,58,36,5,557,180,68,384,95,76,26,827,11,9,42,16,13,0,85,21,8,48,30,60,4,174,23,0,58,35,37,28,178,894,285,2129,730,812,151,5001
POA3108,78,338,84,54,5,851,366,106,675,189,160,22,1517,14,5,45,15,15,0,91,39,10,83,64,99,9,310,88,10,175,39,55,56,417,2020,416,3968,1268,1189,244,9101
POA3109,101,419,109,71,15,1063,396,127,769,240,222,51,1792,18,4,43,20,20,0,112,49,12,108,76,144,7,400,89,13,210,62,66,52,494,2358,525,4679,1518,1537,293,10916
POA3111,68,192,42,43,6,467,165,66,315,101,69,19,736,11,0,34,11,18,4,75,26,6,45,36,69,5,189,23,6,87,34,35,25,213,746,273,1909,647,779,130,4478
POA3113,64,183,52,27,8,436,125,68,241,86,66,11,603,7,9,25,13,13,0,63,7,9,21,32,55,6,130,12,4,52,18,24,3,116,491,254,1271,553,768,76,3412
POA3114,21,78,17,20,0,164,38,23,113,26,25,8,230,0,0,10,5,3,0,20,4,0,9,4,23,0,45,0,6,15,10,5,0,36,167,97,596,205,328,37,1421
POA3115,18,69,24,19,5,153,22,14,86,35,31,10,204,0,0,12,0,5,0,20,0,4,8,7,33,0,51,4,0,17,11,24,3,67,102,71,498,246,532,34,1482
POA3116,69,198,71,77,4,481,84,60,231,141,172,18,703,4,0,11,16,19,0,43,13,6,30,44,119,5,220,16,0,37,24,82,21,177,360,206,1176,787,1613,125,4262
POA3121,171,663,92,61,11,1601,625,223,1250,184,144,26,2450,70,22,284,79,44,8,508,59,18,142,81,160,20,483,74,20,278,65,62,63,557,3339,1093,9011,1804,1912,307,17466
POA3122,136,457,50,35,17,1221,537,146,786,151,82,44,1739,29,9,115,28,19,5,204,32,13,88,48,74,7,260,83,11,174,50,29,42,388,2662,747,5308,1092,936,203,10938
POA3123,101,309,41,31,5,796,340,88,495,79,49,27,1077,14,11,74,23,14,4,145,15,4,50,25,37,6,144,45,17,117,21,14,22,238,1750,491,3487,693,586,136,7141
POA3124,118,429,70,32,15,1031,455,129,752,161,75,30,1609,23,5,82,22,16,3,152,36,4,84,28,51,4,206,51,15,161,33,25,28,314,2149,605,4328,971,745,172,8967
POA3125,77,254,47,34,7,703,209,70,430,121,83,23,935,10,0,42,14,11,0,70,24,10,61,39,51,6,190,76,5,101,31,29,23,259,1467,322,2442,760,681,131,5799
POA3126,36,134,9,17,0,314,191,56,264,35,26,13,588,4,3,14,6,6,0,31,17,0,28,17,9,0,76,34,8,58,9,9,3,123,796,205,1451,261,237,57,3003
POA3127,122,385,75,36,13,971,385,119,623,140,69,27,1364,21,17,59,25,17,0,141,17,17,74,29,48,3,189,46,3,110,33,31,19,238,1903,604,3632,883,723,141,7893
POA3128,103,330,73,47,7,908,330,104,701,190,141,28,1504,32,8,51,17,16,0,123,49,14,107,57,64,11,294,77,12,131,62,36,61,384,2153,443,3641,1234,1022,222,8721
POA3129,98,336,77,45,15,839,279,111,604,142,139,29,1297,15,11,42,16,20,0,100,29,18,64,44,75,5,234,44,6,110,41,42,19,266,1522,466,3006,934,940,165,7037
POA3130,196,637,123,94,18,1544,411,208,951,291,237,50,2142,28,9,103,22,32,0,192,53,23,129,81,131,8,436,88,12,177,63,71,48,458,2639,881,5522,1683,1883,264,12867
POA3131,113,404,113,63,12,1030,276,103,598,230,197,25,1425,20,5,48,24,22,0,118,39,16,92,51,106,5,318,47,3,121,41,50,23,289,1724,472,3646,1261,1380,176,8677
POA3132,107,337,80,72,5,844,208,107,439,164,130,19,1062,11,4,35,15,12,7,87,39,18,63,38,69,4,224,48,4,95,43,43,19,254,1316,456,2918,974,1175,141,6996
POA3133,121,388,76,90,10,982,247,103,588,207,158,22,1320,9,0,38,23,17,0,92,47,10,87,51,113,9,309,62,8,129,59,48,28,348,1726,458,3352,1195,1345,180,8258
POA3134,210,673,203,149,25,1682,326,214,889,392,377,49,2253,23,8,78,43,47,0,197,59,22,120,113,215,7,533,52,8,155,78,123,63,492,2000,782,4906,2250,3236,325,13499
POA3135,178,483,90,72,3,1139,215,144,546,246,242,22,1424,16,4,44,17,13,0,98,34,13,78,56,133,5,317,28,9,91,45,65,27,261,1247,529,2934,1256,1866,173,8006
POA3136,300,902,241,200,24,2101,374,272,1036,574,626,76,2966,23,8,81,49,60,0,230,52,25,141,132,348,12,714,61,12,172,92,196,66,602,1893,999,5436,2972,5139,397,16832
POA3137,73,282,77,72,10,592,85,81,277,196,263,20,934,0,6,16,13,19,3,53,11,0,23,37,161,0,230,10,5,34,39,105,16,217,347,237,1279,977,2160,117,5114
POA3138,117,457,117,143,13,1022,111,109,406,312,403,37,1383,3,0,30,23,29,3,93,22,7,51,85,271,7,444,19,8,68,52,156,41,340,620,390,2239,1493,3314,230,8290
POA3139,63,190,99,95,7,509,44,55,205,218,244,26,784,5,0,19,18,26,3,73,4,4,24,40,250,8,334,5,4,21,26,118,30,196,183,187,875,925,2714,159,5047
POA3140,84,302,116,103,10,718,69,62,336,240,301,32,1039,3,4,22,18,31,0,75,12,0,40,64,187,3,320,8,5,54,32,109,27,240,363,246,1554,1197,2596,178,6132
POA3141,134,446,60,38,7,1211,558,119,927,116,85,35,1839,63,20,186,54,29,8,360,58,10,113,59,98,10,339,115,14,262,44,45,39,527,3355,757,7041,1351,1130,287,13919
POA3142,32,183,28,18,9,434,290,62,436,51,46,35,922,14,3,61,6,10,4,99,15,0,37,23,31,4,117,48,9,126,32,20,29,267,1198,293,2732,580,440,171,5417
POA3143,59,145,27,17,8,388,207,56,337,53,30,18,699,13,3,67,26,13,0,116,13,3,36,20,31,0,97,28,4,89,14,9,12,164,1037,285,2303,458,360,95,4540
POA3144,48,164,24,9,7,402,231,61,413,77,36,24,839,9,9,43,7,12,0,78,12,9,28,19,21,5,95,39,4,78,19,9,21,176,998,298,2356,452,352,107,4562
POA3145,143,457,71,48,20,1129,438,141,784,171,119,27,1681,26,10,74,36,33,6,177,37,0,57,37,71,4,212,80,19,203,42,40,42,422,2227,667,4749,1186,1085,232,10146
POA3146,157,549,88,36,7,1260,545,168,952,179,99,28,1971,35,15,100,34,19,3,213,47,17,106,48,74,9,295,85,15,178,34,34,37,385,2612,798,5722,1250,1059,210,11647
POA3147,92,314,60,27,5,714,206,83,436,102,88,26,942,17,10,47,16,15,0,107,22,9,64,23,46,3,166,34,15,104,29,33,21,239,1269,450,2759,698,709,110,5991
POA3148,30,159,46,23,4,413,137,36,280,83,83,12,635,6,3,34,15,8,0,66,18,4,41,24,51,7,143,36,7,61,13,32,24,177,858,188,1772,562,582,114,4076
POA3149,163,532,87,106,16,1496,444,141,909,254,198,43,1992,24,7,66,24,35,0,153,55,21,126,75,122,6,407,138,24,226,75,61,69,591,3385,718,5803,1696,1722,362,13683
POA3150,213,898,184,133,37,2320,728,238,1576,429,343,90,3421,41,14,85,40,34,4,221,91,23,193,143,211,18,667,241,21,380,119,123,116,1003,5283,1067,9580,2988,2674,620,22208
POA3151,30,160,38,30,0,413,113,45,300,89,63,11,617,6,3,24,6,3,0,47,23,3,37,23,54,4,142,33,6,65,31,32,23,184,891,164,1663,553,554,96,3918
POA3152,153,555,142,139,15,1349,342,164,878,354,335,52,2131,16,4,67,20,31,0,137,53,10,103,102,212,7,491,90,12,172,69,113,57,517,2176,618,4950,1970,2619,329,12660
POA3153,95,306,79,84,13,752,166,96,502,262,363,29,1419,3,4,43,27,32,0,109,28,11,61,74,172,6,351,40,8,70,54,120,38,333,901,353,2393,1354,2453,214,7663
POA3154,28,77,22,21,0,192,30,14,92,62,59,8,266,0,0,8,6,10,0,30,0,0,8,21,38,0,67,6,0,13,15,31,15,80,125,80,430,342,616,47,1632
POA3155,131,418,128,110,15,1000,178,118,463,316,356,30,1463,12,4,37,22,36,6,109,18,8,59,70,217,6,384,41,10,106,57,146,35,395,941,416,2590,1513,2880,219,8565
POA3156,181,618,174,191,22,1508,258,174,819,471,513,72,2309,16,8,64,44,53,8,192,28,5,96,109,373,15,632,44,14,148,100,221,60,587,1363,631,4288,2590,4830,352,14056
POA3158,58,173,44,43,0,408,50,42,168,88,105,5,452,3,0,18,8,13,5,48,8,4,21,21,63,4,116,9,0,20,17,24,19,86,297,157,863,497,893,71,2783
POA3159,18,61,16,24,0,166,21,18,46,31,30,0,138,0,3,8,6,7,0,28,3,0,8,3,15,0,34,0,0,10,7,12,9,32,119,66,311,197,319,28,1034
POA3160,86,224,69,65,6,599,87,64,193,127,113,10,599,10,5,25,25,25,4,89,15,6,35,37,104,5,201,14,3,35,21,35,11,122,427,246,1101,659,1160,89,3688
POA3161,93,343,56,52,13,873,347,86,645,118,70,36,1301,28,7,68,19,16,0,135,26,3,65,45,50,8,199,61,12,157,44,35,42,351,1692,403,3640,812,704,205,7455
POA3162,103,398,95,47,21,924,308,96,565,155,87,34,1241,21,10,65,18,18,11,140,21,10,81,31,68,9,227,47,10,149,49,42,33,330,1412,480,3625,936,840,239,7535
POA3163,206,761,123,93,19,1848,526,196,1034,260,229,45,2291,36,19,116,38,29,4,242,47,12,111,73,127,11,382,144,27,251,90,78,80,659,3631,917,6942,1851,1834,366,15539
POA3165,181,543,126,111,17,1363,338,144,769,279,212,39,1780,23,3,84,36,28,11,187,34,11,100,80,178,8,411,69,10,161,64,72,57,429,2057,693,4875,1797,2144,325,11887
POA3166,135,521,106,79,6,1292,335,107,683,196,214,29,1569,13,3,60,24,31,5,139,40,10,81,66,156,8,358,77,6,162,49,67,49,415,2156,531,4315,1421,1678,228,10330
POA3167,43,147,43,18,5,387,92,39,245,91,86,7,553,9,3,14,4,14,0,42,10,0,25,28,65,0,130,28,8,50,24,28,20,158,726,183,1436,555,714,99,3711
POA3168,47,330,66,48,7,1021,317,58,628,160,152,30,1350,18,0,28,14,18,0,75,40,9,54,39,70,7,227,152,4,157,56,53,77,499,2654,238,3316,990,968,277,8445
POA3169,41,212,59,32,3,562,180,56,513,194,215,47,1206,13,3,30,12,18,0,72,19,5,64,59,112,16,275,80,7,130,52,75,68,415,1471,223,2754,1097,1346,285,7164
POA3170,98,279,87,61,17,760,194,81,476,190,147,28,1113,6,7,25,20,11,0,66,26,4,65,54,128,13,291,45,5,118,56,77,53,357,1236,345,2723,1166,1356,236,7056
POA3171,30,139,39,35,5,341,135,37,374,158,144,16,865,6,0,15,8,10,0,41,15,0,41,73,123,15,268,67,8,110,60,96,98,444,894,166,2189,1024,1141,305,5714
POA3172,72,239,79,76,8,590,114,70,405,199,192,43,1022,6,0,29,15,29,0,85,8,10,68,68,163,3,332,26,6,71,59,122,57,337,573,257,2173,1280,1861,257,6399
POA3173,76,290,89,63,17,677,241,96,592,252,238,46,1473,9,0,33,16,30,0,85,22,3,73,83,184,7,380,49,7,147,83,153,83,522,1257,355,3546,1629,2072,352,9213
POA3174,91,273,125,88,12,833,245,99,783,414,463,64,2062,10,4,30,22,29,7,99,37,13,103,103,218,22,494,87,5,188,123,185,130,728,1621,359,3665,2091,2769,485,10981
POA3175,110,350,147,115,22,984,310,116,851,539,585,85,2483,6,5,33,25,30,3,105,33,6,107,132,282,17,583,91,7,212,148,251,150,858,1753,411,4136,2644,3786,621,13349
POA3177,15,70,29,25,4,181,42,26,136,90,137,16,454,0,0,5,4,10,0,21,9,0,20,28,62,10,121,16,3,50,39,60,35,192,248,68,749,492,900,139,2598
POA3178,116,566,199,144,16,1354,281,147,754,398,337,62,1961,4,4,57,31,48,0,146,41,9,88,95,304,10,542,59,14,169,73,165,46,523,1615,520,4377,2284,3494,357,12653
POA3179,24,79,37,29,3,215,48,29,161,68,76,8,396,5,0,8,6,4,0,27,3,0,17,13,46,0,77,17,0,31,21,44,6,119,288,103,786,377,624,49,2230
POA3180,45,145,36,34,3,321,61,33,175,74,104,10,467,4,0,10,5,6,0,27,9,10,25,19,53,3,124,16,6,31,25,37,8,120,382,140,986,468,743,64,2785
POA3181,82,344,62,27,9,868,349,143,725,147,100,29,1493,28,12,175,35,32,5,298,35,11,101,55,95,0,295,58,12,220,46,48,47,432,1972,583,5559,1275,1180,227,10788
POA3182,122,413,92,67,13,1141,408,133,687,210,124,43,1595,44,16,189,57,55,8,374,48,7,115,71,154,6,406,95,12,197,88,72,43,513,2381,665,5162,1624,1729,286,11838
POA3183,120,417,106,89,23,1078,343,110,587,142,110,28,1318,35,12,116,41,31,4,241,31,9,104,58,101,5,312,39,15,145,41,37,47,324,1713,543,4047,1140,1149,218,8802
POA3184,95,357,55,29,5,878,312,100,517,132,78,23,1148,43,17,137,40,33,5,268,23,8,91,53,64,7,251,61,17,118,43,50,27,319,1549,486,3710,1010,990,168,7914
POA3185,87,252,59,49,15,672,223,83,440,90,95,19,942,16,8,77,30,13,3,148,17,13,60,29,62,6,186,42,5,113,36,26,22,245,1177,448,2972,713,733,127,6173
POA3186,90,318,77,37,18,792,332,100,601,136,70,43,1278,28,12,88,11,31,0,171,21,3,74,33,72,3,213,69,16,182,65,33,45,407,1803,561,4282,1076,928,266,8912
POA3187,76,274,52,31,7,614,206,56,417,96,59,19,855,20,9,62,18,14,5,128,20,7,67,23,48,4,164,36,13,115,38,25,27,261,1167,372,2946,810,719,162,6180
POA3188,110,297,71,46,6,774,224,93,457,144,96,26,1041,27,8,74,23,18,0,157,30,8,60,55,53,8,212,48,17,127,41,54,30,313,1361,519,3400,1017,997,155,7456
POA3189,45,109,23,24,4,276,66,42,160,75,57,12,409,6,4,26,7,6,0,44,10,4,20,20,40,0,96,16,4,31,16,23,12,106,369,146,1013,437,497,59,2527
POA3190,75,229,63,36,8,563,136,73,278,135,104,19,738,8,6,34,19,27,0,99,12,4,41,31,62,9,164,23,3,67,14,34,16,164,776,319,2126,798,929,104,5054
POA3191,68,170,39,25,8,457,124,51,263,88,55,12,603,14,0,42,18,14,0,91,5,9,32,21,35,0,112,34,12,70,21,21,17,170,789,300,1887,590,573,104,4244
POA3192,141,482,108,91,9,1090,254,122,577,246,206,31,1439,17,12,77,34,28,12,181,24,12,80,65,129,9,322,50,8,128,64,76,36,362,1427,533,3747,1558,1955,229,9440
POA3193,116,413,85,54,18,929,238,83,437,144,91,32,1018,17,7,75,23,19,3,150,19,7,63,29,66,8,201,56,10,151,45,59,44,364,1250,481,3421,1137,1164,216,7665
POA3194,103,269,88,46,4,675,135,65,366,125,122,15,826,14,6,31,21,11,3,89,17,3,53,36,81,4,192,11,8,63,28,43,19,178,749,338,2106,914,1166,139,5412
POA3195,249,820,193,164,21,1881,361,219,923,339,337,40,2221,20,16,103,49,70,4,264,29,18,79,99,242,8,481,53,25,185,91,148,54,562,1851,884,5559,2495,3501,367,14654
POA3196,178,622,162,135,17,1431,244,147,624,260,322,41,1647,11,0,63,38,34,6,156,20,15,54,72,193,11,357,27,5,130,61,131,51,397,1109,565,3517,1854,3061,248,10355
POA3197,53,199,74,53,11,457,95,53,236,168,141,25,719,6,0,29,8,19,0,61,10,9,22,36,116,5,194,17,6,57,38,77,36,219,365,213,1300,822,1594,155,4444
POA3198,97,312,91,84,7,726,92,84,321,254,232,25,1016,9,4,35,11,38,0,95,6,3,33,46,138,4,229,18,0,36,41,94,26,229,453,296,1607,1144,2196,165,5854
POA3199,303,948,296,252,40,2283,400,292,1314,762,907,98,3772,22,11,80,77,83,9,286,39,15,95,151,381,19,701,37,26,147,144,281,97,728,1524,979,5228,3698,6750,564,18740
POA3200,19,27,17,23,0,93,14,17,44,62,103,8,247,0,0,0,0,9,0,18,0,0,9,11,39,0,57,0,0,8,11,55,11,85,41,48,201,225,684,66,1264
POA3201,74,241,113,140,13,682,107,85,367,334,431,45,1360,0,0,17,14,35,3,73,6,8,30,60,266,0,373,8,10,59,63,183,48,376,416,229,1511,1463,3456,275,7344
POA3202,16,22,16,11,0,94,30,11,82,27,44,3,201,0,0,5,0,4,0,20,0,0,10,10,11,0,34,6,0,17,8,7,3,38,146,55,388,180,254,34,1055
POA3204,200,627,171,103,12,1627,429,183,923,313,229,62,2131,30,13,116,30,40,4,240,46,12,115,68,148,8,395,90,14,208,67,58,54,496,2878,863,6222,1902,1900,336,14109
POA3205,53,179,36,11,5,448,169,55,274,59,32,12,599,26,11,82,34,18,0,176,22,9,43,33,50,0,155,50,7,103,22,23,25,229,1229,331,2657,669,540,150,5571
POA3206,46,139,20,8,4,351,193,39,243,48,30,8,564,20,5,53,11,13,0,98,17,6,23,14,28,0,90,33,12,82,30,13,15,176,1031,278,1933,436,420,85,4188
POA3207,75,242,69,35,13,635,218,97,390,97,66,18,877,25,8,76,40,30,4,187,37,7,71,59,68,3,248,49,11,140,49,50,27,329,1487,497,3441,1148,1125,208,7909
POA3211,3,12,8,4,0,31,10,6,9,13,9,0,46,0,0,0,8,3,0,6,0,0,3,0,7,0,10,0,0,3,3,12,3,22,34,18,64,82,177,14,386
POA3212,78,275,113,114,6,707,84,100,298,224,301,26,1038,3,3,13,16,27,4,68,14,4,28,43,154,3,239,11,5,31,23,90,35,187,398,275,1543,1172,2624,175,6191
POA3213,15,68,16,22,3,143,21,19,84,40,79,9,256,0,0,0,13,5,0,19,4,0,3,11,54,0,74,0,0,8,13,34,11,62,108,54,392,285,706,56,1600
POA3214,50,132,82,97,9,426,46,21,190,224,465,41,984,0,0,11,7,27,0,51,11,3,8,36,154,9,224,12,0,24,29,125,54,256,339,125,848,832,2525,241,4913
POA3215,118,350,129,121,12,872,165,112,468,276,371,46,1443,4,0,36,14,30,3,88,8,4,30,36,149,9,243,30,8,37,35,108,36,259,677,382,2067,1280,2614,243,7267
POA3216,357,1417,355,322,26,3217,621,438,1967,780,990,90,4898,30,10,105,42,77,10,277,50,17,124,150,378,13,734,57,12,177,103,210,73,634,2721,1286,7513,3578,6592,451,22152
POA3217,129,539,147,113,13,1141,215,160,802,330,403,32,1950,3,7,38,27,39,0,124,14,6,46,73,171,13,324,15,0,64,31,86,25,221,822,434,2875,1544,2907,189,8773
POA3218,112,365,91,72,10,856,189,124,501,181,219,23,1239,10,3,47,16,22,4,102,9,6,37,41,93,7,191,19,4,51,25,42,30,171,832,413,2228,964,1677,143,6260
POA3219,73,202,93,104,6,556,125,106,462,261,527,45,1523,12,3,27,27,44,7,109,11,5,51,41,186,10,301,11,0,24,29,81,24,184,512,297,1595,1060,2744,189,6402
POA3220,112,405,77,72,4,923,351,154,750,161,172,23,1604,22,12,53,19,22,0,125,12,3,30,41,81,9,175,17,11,72,24,49,19,188,1122,478,2804,965,1419,144,6935
POA3221,6,17,4,5,0,42,4,12,31,4,3,0,57,0,0,0,0,0,0,6,0,0,6,0,5,0,11,0,0,10,0,9,0,20,37,27,117,35,88,9,312
POA3222,93,246,89,93,6,636,99,108,397,265,385,21,1278,3,3,22,18,27,0,76,3,0,38,56,192,8,301,9,6,32,33,85,27,186,384,298,1362,1078,2590,146,5856
POA3223,34,89,38,40,4,268,53,35,125,103,120,11,457,5,3,14,12,14,4,52,3,5,17,20,66,0,108,8,0,10,16,33,10,78,231,124,567,486,976,77,2471
POA3224,63,202,87,115,9,546,71,77,348,219,316,24,1054,0,5,15,16,22,0,54,4,8,29,53,172,9,279,0,0,22,29,67,29,152,245,212,1124,898,2256,136,4873
POA3225,26,104,18,16,9,218,38,23,140,51,38,13,299,3,4,20,6,7,0,43,7,7,9,7,9,0,43,4,5,15,11,24,8,65,215,118,651,251,362,49,1645
POA3226,135,443,115,99,14,989,183,162,458,224,199,36,1261,8,4,44,22,31,10,115,8,5,48,36,92,8,202,14,5,51,42,56,20,188,643,467,2066,1135,1916,173,6393
POA3227,27,110,21,22,3,243,61,39,166,43,36,8,357,3,0,20,8,8,0,39,8,3,12,13,25,3,57,8,3,23,5,23,4,69,235,123,801,302,432,60,1956
POA3228,175,603,128,91,14,1299,245,197,681,223,190,29,1563,30,13,89,44,50,8,231,9,8,64,76,132,11,305,21,11,114,49,86,41,315,1086,636,3518,1528,2431,224,9429
POA3230,23,54,10,7,0,166,44,14,79,27,22,0,190,3,0,8,3,6,0,28,4,0,12,0,15,0,35,0,7,19,10,6,0,42,184,90,442,159,253,23,1154
POA3231,14,32,8,5,0,75,17,6,40,12,0,0,81,0,0,17,3,0,0,22,5,3,5,0,3,0,12,10,0,4,0,0,7,23,91,55,251,76,112,16,602
POA3232,0,19,3,0,0,27,7,8,13,10,9,0,48,0,0,8,0,0,0,8,0,0,0,0,0,0,5,0,0,3,0,3,0,15,47,22,159,72,134,21,456
POA3233,13,26,5,0,0,61,13,8,34,20,20,0,91,0,0,6,0,7,0,20,5,0,0,6,7,3,11,0,0,10,3,7,3,28,82,40,201,124,256,28,723
POA3234,0,4,0,0,0,10,0,4,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,32,14,18,0,84
POA3235,4,6,3,0,0,18,10,5,12,8,5,3,38,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,3,7,0,15,29,13,55,38,52,4,191
POA3236,0,3,0,0,0,10,0,0,6,4,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,25,16,23,0,86
POA3237,0,5,0,4,0,8,3,0,0,0,0,0,7,0,0,0,6,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,10,8,0,17,21,33,3,83
POA3238,0,8,0,0,0,18,3,0,3,0,4,0,11,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,3,12,3,36,20,27,0,101
POA3239,0,3,0,0,0,9,0,0,7,3,6,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,4,28,21,61,7,129
POA3240,16,45,14,13,0,112,8,14,54,24,21,0,128,0,0,4,3,9,0,19,0,0,0,8,31,0,36,0,0,4,0,4,0,20,61,46,241,147,328,30,846
POA3241,10,44,24,11,0,102,8,15,66,39,61,9,196,0,0,5,4,8,0,14,0,0,0,9,23,0,28,4,0,7,8,18,3,38,54,40,239,194,462,34,1021
POA3242,5,14,8,4,0,36,7,10,29,9,14,5,71,0,0,5,3,0,0,8,0,0,0,3,6,0,15,0,0,0,0,5,0,6,21,21,98,49,133,18,339
POA3243,0,0,0,0,0,7,0,7,9,3,4,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,4,12,13,13,31,20,59,14,149
POA3249,15,34,10,25,0,100,12,15,49,33,45,10,168,4,0,4,5,4,0,17,0,0,0,10,18,0,30,0,0,7,6,19,13,37,56,38,191,194,540,50,1071
POA3250,43,152,40,71,0,337,46,30,150,153,263,23,668,0,0,10,6,14,0,27,3,0,5,24,130,3,163,0,0,0,11,47,25,84,143,103,616,542,1837,144,3389
POA3251,0,7,0,4,0,11,0,3,4,3,9,0,27,0,0,0,0,0,0,5,0,0,0,0,4,0,8,0,0,0,0,3,0,3,11,7,24,31,87,11,174
POA3254,0,4,0,0,0,11,0,0,8,5,6,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,3,0,4,3,4,20,16,69,7,115
