POA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA4478,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,32,16,16,15,9,5,5,20,3,132
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA4480,4,0,4,3,0,0,4,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,4,4,0,0,16,38,35,39,14,33,6,8,23,5,202
POA4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,6,0,0,17,0,37
POA4482,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,7,7,5,5,4,6,0,42
POA4486,5,0,4,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,10,55,35,9,17,8,0,19,30,5,172
POA4487,12,4,15,15,3,0,6,3,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,3,0,0,5,3,6,3,14,0,43,169,196,132,99,90,39,36,80,10,862
POA4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,4,0,10,0,4,0,0,54
POA4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,0,0,0,0,4,0,20
POA4490,6,0,0,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,5,0,8,0,6,38,73,72,42,53,24,14,26,25,10,335
POA4491,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,4,4,24
POA4492,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,14,24,5,11,5,15,0,5,32,3,111
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,5,3,3,0,10,0,49
POA4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,5,4,0,4,7,0,45
POA4497,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,4,3,6,0,12,6,0,85
POA4498,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,6,4,3,0,7,9,0,50
POA4500,107,26,260,170,130,101,53,105,12,961,0,0,0,4,4,9,5,0,0,22,26,38,36,26,29,9,19,19,11,209,40,28,65,40,52,24,34,47,66,397,1962,3849,2826,2220,2294,885,711,885,250,15876
POA4501,4,6,34,18,27,13,8,4,0,124,0,0,0,0,0,4,0,0,0,4,5,0,5,3,5,3,0,6,0,28,6,0,4,7,13,0,6,8,16,58,150,380,354,263,276,98,120,115,34,1786
POA4502,17,4,49,25,26,23,6,22,3,172,0,0,0,0,0,0,0,0,0,0,8,8,7,5,4,5,8,0,0,46,9,0,7,6,10,3,8,11,18,67,348,767,517,416,399,193,121,177,42,2984
POA4503,147,46,352,205,186,137,114,147,15,1347,4,3,0,0,0,4,3,0,0,16,25,30,36,44,38,17,33,22,12,262,42,41,61,46,57,41,52,46,85,472,1856,3822,2922,2859,2394,1098,1035,1163,291,17438
POA4504,50,17,116,76,76,45,28,33,5,456,0,0,0,0,4,3,0,0,0,14,13,12,21,17,15,4,10,6,5,107,20,15,28,24,14,20,11,23,21,173,934,1598,1362,1015,991,423,344,410,101,7185
POA4505,48,21,148,97,76,49,26,66,0,525,0,0,0,0,0,0,0,6,0,13,17,13,13,20,18,4,13,12,11,113,25,18,43,29,25,28,30,49,43,280,897,1588,1666,1285,1093,446,499,615,137,8235
POA4506,60,10,156,94,64,65,27,87,9,565,0,0,0,0,0,4,0,7,0,12,11,9,19,18,11,11,8,19,0,106,19,10,38,25,22,26,31,54,51,279,656,1065,1383,1228,857,508,419,783,117,7028
POA4507,43,10,80,51,37,33,7,36,0,292,0,0,0,0,6,0,0,0,0,5,8,6,9,10,16,3,7,7,3,59,13,13,27,18,9,18,9,31,14,152,512,890,668,631,456,268,177,319,61,3984
POA4508,31,9,81,63,45,39,25,50,4,351,0,0,0,0,0,0,0,0,0,4,4,6,17,13,15,10,9,9,0,84,9,7,30,16,18,17,32,28,37,186,422,813,874,952,551,302,328,441,87,4775
POA4509,117,23,235,156,96,95,67,91,4,891,0,0,5,0,0,5,7,0,0,21,29,28,25,33,30,10,32,15,11,213,37,32,41,51,35,23,25,20,80,344,1812,3989,1813,2084,1827,863,630,727,227,13975
POA4510,101,32,252,178,98,145,61,180,21,1066,5,0,4,3,4,10,0,13,0,42,22,28,21,27,26,11,34,36,6,217,37,27,79,55,44,44,51,98,114,551,1272,2267,2551,2532,1703,946,903,1606,277,14048
POA4511,25,7,73,37,20,23,9,17,0,204,0,0,0,0,0,0,0,0,0,0,7,3,9,6,3,4,6,0,0,25,10,6,17,10,8,3,7,13,17,89,254,443,493,403,282,167,148,198,49,2431
POA4512,10,0,21,13,15,9,3,10,0,82,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,13,7,5,10,4,5,0,4,7,14,50,175,229,261,137,150,60,62,102,31,1197
POA4514,27,0,34,21,20,9,15,20,0,148,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,5,3,24,9,6,13,13,8,3,8,11,22,83,226,321,415,341,234,101,158,196,47,2026
POA4515,9,0,24,8,11,5,7,28,0,89,0,0,3,0,0,0,0,3,0,10,4,4,4,0,0,3,0,3,0,18,5,0,19,6,5,5,14,29,14,96,146,167,226,149,99,50,64,265,31,1201
POA4516,13,3,24,13,10,9,10,15,0,96,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,0,0,28,3,3,15,6,0,5,8,3,14,57,187,279,308,180,162,64,91,95,36,1414
POA4517,3,0,8,5,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,13,45,50,61,37,37,16,12,26,0,288
POA4518,8,3,36,22,11,9,4,14,0,100,0,0,0,0,0,0,0,0,0,5,0,3,6,3,0,4,6,5,0,27,5,4,7,6,3,6,8,12,7,61,252,367,358,237,220,102,101,140,31,1811
POA4519,23,6,67,34,14,15,6,17,5,200,0,0,0,0,0,0,0,0,0,0,8,0,8,9,3,0,10,3,0,35,10,4,26,12,6,6,6,15,12,104,289,615,618,411,299,150,159,229,43,2819
POA4520,26,9,42,24,32,17,0,3,0,164,0,0,0,0,0,0,0,0,0,3,13,22,5,11,7,4,3,7,0,78,13,15,14,10,4,7,0,7,14,89,1151,1951,710,447,590,205,94,157,79,5379
POA4521,11,5,19,10,5,0,0,7,0,61,0,0,0,0,0,0,0,0,0,0,5,7,3,8,3,4,0,0,0,37,11,5,6,10,4,0,5,7,16,54,324,536,317,200,224,84,57,110,34,1888
POA4550,21,8,43,17,14,11,8,21,0,137,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,15,4,0,13,10,6,4,10,5,0,56,174,333,364,245,181,105,81,132,21,1627
POA4551,185,46,485,281,170,186,58,151,13,1570,0,3,6,7,0,10,0,7,0,33,41,65,43,45,32,20,22,26,5,308,59,59,83,63,54,53,49,58,92,562,2558,5802,3602,3265,2476,1336,785,1388,308,21527
POA4552,21,6,45,16,10,14,5,16,0,130,0,0,0,0,0,0,0,0,0,3,8,12,7,6,6,0,3,0,3,48,14,10,19,5,8,7,4,15,13,89,457,789,351,305,216,140,84,193,54,2589
POA4553,34,8,73,47,42,42,18,27,4,291,0,0,0,0,0,0,0,0,0,4,9,7,13,8,3,0,5,4,0,60,18,12,35,14,13,5,10,9,9,125,495,1145,776,518,512,261,151,244,54,4152
POA4554,3,0,14,9,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,3,3,0,0,15,3,0,4,4,0,6,9,4,3,32,93,157,133,78,62,33,40,44,23,652
POA4555,33,8,51,19,20,14,10,22,3,179,0,0,0,0,0,0,0,0,0,9,3,8,9,3,3,3,6,4,0,44,13,4,16,8,10,3,7,4,16,80,372,680,470,319,328,152,109,163,48,2630
POA4556,123,31,277,198,103,108,38,90,11,980,0,0,5,0,0,4,0,3,0,17,27,56,28,35,26,20,10,15,10,232,25,33,50,43,40,30,21,31,74,345,2186,5082,2298,2254,1783,1031,444,819,236,16136
POA4557,69,12,182,110,58,63,22,47,6,566,0,5,0,0,0,5,0,6,4,19,12,18,13,16,8,4,7,14,3,110,16,14,31,25,13,21,9,23,28,201,960,2070,1156,1022,822,514,227,445,113,7335
POA4558,74,22,192,100,61,53,20,69,8,595,0,4,0,7,0,5,0,0,0,13,13,15,9,11,5,9,12,8,10,96,20,20,45,26,17,23,11,27,42,218,974,1987,1225,1148,871,521,262,537,127,7655
POA4559,17,0,32,28,21,19,0,16,0,148,0,0,0,0,0,0,0,0,0,3,6,4,9,0,4,0,5,5,0,31,8,0,12,6,6,4,3,5,12,60,364,727,443,327,272,150,81,189,46,2591
POA4560,90,19,251,132,99,78,40,100,8,819,0,0,0,9,0,0,0,0,0,15,13,32,17,13,25,13,13,12,8,152,32,23,54,58,33,34,21,55,75,376,1303,2718,2125,1748,1253,656,486,922,214,11431
POA4561,32,4,55,29,18,16,9,24,0,197,0,0,0,0,0,0,0,0,0,0,8,3,4,0,4,4,0,3,0,35,4,4,15,3,7,4,0,10,9,55,406,720,593,374,315,154,130,219,33,2948
POA4562,28,5,62,25,16,13,4,19,0,175,0,0,0,0,0,0,0,0,0,7,7,10,6,3,8,6,0,5,0,49,4,4,15,12,8,6,4,10,17,82,528,902,527,334,291,173,88,161,61,3075
POA4563,30,8,82,27,30,23,6,29,0,249,0,3,0,6,0,0,0,0,0,10,6,9,8,3,3,0,3,8,0,45,10,0,11,9,13,7,11,9,8,76,422,688,536,391,340,156,118,223,47,2916
POA4564,27,15,81,47,38,37,6,20,4,278,0,0,0,0,0,0,0,0,0,8,9,5,9,8,5,0,5,3,3,56,8,4,22,5,15,9,4,9,18,104,468,969,637,532,482,257,126,242,59,3767
POA4565,56,12,145,64,34,33,5,53,10,406,0,0,0,0,0,0,0,5,0,6,8,8,6,11,6,9,8,6,0,67,19,6,18,17,10,16,8,11,24,132,588,893,792,643,445,264,152,344,85,4205
POA4566,33,5,80,33,14,16,12,25,6,223,0,0,0,0,0,0,0,4,0,4,8,5,4,9,9,6,4,3,0,46,14,6,11,5,7,7,0,5,10,60,456,675,351,301,248,202,71,146,38,2482
POA4567,53,16,115,44,36,28,5,33,5,329,0,0,0,3,0,3,0,0,0,6,11,15,9,4,7,7,0,4,0,59,13,18,8,17,3,9,0,7,14,94,798,1318,529,479,346,305,59,215,87,4138
POA4568,8,0,30,19,5,5,0,10,3,86,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,5,0,20,3,0,5,4,4,6,0,3,3,35,157,273,229,168,130,70,54,84,22,1195
POA4569,3,3,9,3,3,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,3,4,0,7,5,0,0,0,0,13,3,3,6,0,0,3,0,4,3,28,61,150,100,80,59,24,24,43,14,554
POA4570,96,22,258,166,93,112,43,162,7,955,0,0,0,3,3,4,0,0,0,14,24,24,26,26,18,13,33,30,11,193,51,16,89,41,40,50,61,95,72,518,1329,2123,2150,1798,1302,777,755,1193,216,11656
POA4571,0,0,5,0,5,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,50,59,47,26,21,8,11,22,12,258
POA4572,18,4,31,13,14,9,4,3,3,101,0,0,0,0,0,0,0,0,0,5,5,0,3,4,0,0,0,0,0,24,3,7,7,13,3,6,0,0,0,39,265,521,219,209,190,111,38,84,19,1655
POA4573,115,27,242,132,70,77,29,57,9,759,0,0,4,0,0,0,0,0,0,9,26,34,17,23,18,19,5,10,8,171,32,25,44,33,24,28,9,28,63,275,1656,3460,1774,1462,1130,720,283,595,182,11265
POA4574,0,0,16,3,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,5,0,3,0,3,4,19,71,81,90,43,39,27,28,28,15,419
POA4575,76,21,164,100,79,67,19,43,4,568,0,0,3,0,0,3,0,9,0,17,12,23,16,15,16,12,3,19,0,111,31,31,44,32,22,15,16,24,36,256,1349,3120,1470,1160,1102,583,269,504,128,9685
POA4580,12,0,11,12,5,12,4,18,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,8,6,6,3,10,4,46,80,113,122,108,65,56,49,75,17,687
POA4581,9,3,24,10,6,6,0,6,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,4,0,4,12,77,67,80,52,30,20,8,40,10,392
POA4600,5,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,11,30,25,40,22,22,6,6,11,5,170
POA4601,3,0,10,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,74,44,42,27,19,6,7,32,9,256
POA4605,10,0,12,9,3,3,3,11,3,61,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,10,12,3,0,5,0,4,3,3,0,39,152,171,115,169,68,30,45,80,8,846
POA4606,10,4,9,3,0,6,0,11,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,8,0,0,0,5,5,0,0,5,21,80,114,94,100,36,38,38,45,11,546
POA4608,0,0,3,3,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,0,0,0,11,35,30,36,33,28,5,20,21,4,212
POA4610,24,8,64,52,25,24,22,60,4,274,0,0,0,0,0,0,0,0,0,0,7,8,6,3,8,3,4,5,7,57,22,5,27,8,9,17,10,25,24,143,555,820,714,613,393,215,211,438,66,4030
POA4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,5,0,0,0,3,0,25
POA4612,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,6,3,0,0,12,0,37
POA4613,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,12,34,30,3,20,6,6,14,16,3,141
POA4614,0,0,5,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,29,32,30,25,24,8,13,19,0,183
POA4615,7,0,29,16,3,7,11,22,0,93,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,5,19,7,4,19,4,5,4,0,16,9,61,166,258,220,196,126,59,86,130,28,1270
POA4620,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,10,10,10,0,3,18,8,83
POA4621,3,0,4,3,0,0,0,9,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,4,3,0,0,0,5,0,9,25,59,52,51,45,28,13,27,35,13,326
POA4625,7,0,15,4,0,5,5,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,5,0,10,7,0,4,4,4,4,5,13,3,50,112,110,78,101,61,19,37,110,13,640
POA4626,11,0,4,8,6,8,0,11,0,51,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,11,4,0,6,0,0,3,4,13,4,43,130,59,60,52,42,25,23,131,12,534
POA4627,4,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,19,64,20,12,16,13,3,8,32,3,168
POA4630,4,0,10,0,4,6,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,10,0,4,9,3,0,6,5,7,38,133,74,84,66,46,29,36,52,21,547
POA4650,46,15,162,103,55,63,34,81,8,561,0,0,0,0,0,0,0,0,0,3,6,13,13,21,3,10,20,19,7,106,16,18,36,43,22,29,36,60,40,294,718,1408,1358,1459,927,461,452,652,130,7564
POA4655,137,20,352,265,106,129,48,138,14,1213,0,0,5,0,0,4,0,3,0,13,22,34,42,43,12,13,19,35,4,226,33,30,80,91,36,55,37,69,89,512,1540,4086,2474,3145,1606,933,613,1119,250,15766
POA4659,5,4,19,13,7,4,8,10,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,18,3,0,11,4,8,3,11,6,3,59,82,164,150,146,102,60,58,79,20,860
POA4660,13,0,29,10,9,16,16,16,0,112,0,0,0,0,0,0,0,0,0,0,5,3,3,4,3,0,0,0,0,20,4,5,10,10,7,11,12,28,8,95,229,249,289,222,157,107,111,229,28,1615
POA4662,3,0,3,7,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,23,23,52,13,4,14,15,7,167
POA4670,169,28,415,259,130,169,56,221,12,1457,0,0,5,3,4,6,0,6,0,26,31,28,43,40,28,16,39,47,20,286,65,46,110,93,61,53,72,205,127,831,2315,5174,3503,3646,2177,1197,1043,2009,347,21420
POA4671,17,7,16,12,10,6,4,17,0,85,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,0,4,3,0,21,9,0,10,13,9,0,16,26,8,92,192,183,167,175,114,37,121,161,24,1175
POA4673,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,10,26,26,17,23,18,5,16,15,0,146
POA4674,0,0,4,5,0,0,3,8,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12,50,38,48,36,11,12,25,33,0,263
POA4676,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,5,3,0,31
POA4677,12,4,16,11,10,8,0,11,0,79,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,10,3,4,4,3,0,3,8,16,13,58,125,179,248,124,85,47,75,103,37,1028
POA4678,4,0,3,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,32,27,57,16,15,7,19,21,3,188
POA4680,101,24,257,157,87,100,125,128,13,992,0,0,0,4,0,3,0,0,0,13,25,47,91,27,30,11,94,41,15,376,42,19,113,44,53,35,101,86,109,596,1570,3560,4469,1945,1661,778,1555,1156,348,17039
POA4694,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,4,0,0,0,32
POA4695,3,0,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,5,6,0,16,37,20,70,34,17,8,42,22,4,238
POA4697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,6,0,6,0,0,27
POA4699,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,9,13,18,14,11,0,18,11,4,95
POA4700,48,10,86,66,26,29,18,37,5,332,5,4,0,0,0,0,0,0,0,8,12,3,12,10,9,3,9,5,4,72,8,16,27,24,8,6,13,28,25,156,526,1733,841,735,484,201,236,299,76,5129
POA4701,77,20,235,142,91,90,57,93,3,820,4,4,3,3,3,14,0,11,0,41,20,29,22,37,18,4,30,24,4,190,28,22,59,43,38,26,49,77,64,409,1106,3093,2502,2115,1467,594,723,887,202,12683
POA4702,60,15,126,67,67,52,42,55,9,500,0,3,0,0,0,3,6,7,0,12,16,10,14,20,8,5,33,16,9,125,40,11,59,35,24,21,55,56,54,363,1049,1369,1649,1046,831,353,745,575,153,7771
POA4703,66,16,143,113,63,55,41,50,6,549,0,0,0,3,0,0,0,0,0,10,15,21,15,22,16,7,15,11,6,123,27,17,59,28,24,14,38,41,39,295,887,1960,1641,1031,769,327,556,388,119,7683
POA4704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,7,3,0,4,4,0,34
POA4705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,14,45,13,9,5,12,0,9,17,3,96
POA4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,23
POA4707,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,7,9,0,4,7,0,45
POA4709,0,0,6,0,4,0,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23,43,66,14,23,0,44,15,4,235
POA4710,3,3,32,7,4,10,7,9,0,80,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6,4,0,16,0,0,4,7,0,5,3,8,3,39,120,253,244,193,134,67,106,69,19,1205
POA4711,5,5,8,3,13,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,3,0,6,0,0,7,0,3,17,58,146,156,65,81,31,34,26,12,610
POA4712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,5,11,8,3,9,9,0,62
POA4713,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,11,12,37,9,24,11,0,7,10,0,110
POA4714,0,0,11,3,4,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,9,0,7,21,24,65,80,85,48,16,48,42,6,427
POA4715,12,6,31,16,21,9,14,26,0,139,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,9,0,0,27,5,4,14,8,5,3,22,26,11,92,230,403,502,192,226,72,212,162,44,2044
POA4716,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,5,0,0,8,51,26,46,21,12,12,16,19,0,216
POA4717,5,0,35,7,10,0,24,18,0,99,0,0,0,0,0,0,0,0,0,3,4,0,6,0,3,0,11,4,0,28,0,0,12,0,4,9,31,9,13,85,93,191,378,103,117,34,310,91,32,1350
POA4718,0,0,10,4,0,5,7,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,6,3,6,0,0,0,7,0,7,29,109,109,132,43,59,21,83,54,16,627
POA4719,4,0,4,3,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,9,0,20,84,46,44,33,19,7,27,34,8,312
POA4720,37,6,65,50,36,37,38,40,0,326,0,0,0,0,0,4,0,10,0,17,12,9,11,4,0,4,13,3,4,70,17,13,42,15,10,10,36,36,19,201,627,1014,1125,454,504,281,592,339,84,5022
POA4721,12,0,30,8,10,3,17,8,0,95,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,11,13,0,8,3,5,0,11,11,4,64,201,172,230,86,110,39,163,118,20,1142
POA4722,5,0,3,3,0,4,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,5,0,0,0,3,3,0,0,23,113,76,76,37,50,14,48,38,11,465
POA4723,4,0,6,0,4,0,7,6,0,28,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,12,3,0,3,0,3,0,4,4,0,17,92,58,95,33,32,10,48,33,11,415
